slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,image_url,generated_at,n_trades_used,join_key
prestige-cupids-chakram,Prestige Cupid's Chakram,PCHAK,4090768.53,3477153.25,4704383.81,medium,Collectable,NEW,Stable,1.02,461,ratio_chain,https://gpovalues.com/item/prestige-cupids-chakram,https://gpovalues.com/images/Prestige%20Cupid%27s%20Chakram.webp,2026-08-23T22:15:40.520803+00:00,39973,prestige cupid's chakram
prestige-candy-cane,Prestige Candy Cane,PCC,3000000.0,2700000.0,3300000.0,medium,Collectable,SS,Low,0.54,843,community_anchor,https://gpovalues.com/item/prestige-candy-cane,https://gpovalues.com/images/Prestige%20Candy%20Cane.webp,2026-08-23T22:15:40.520803+00:00,39973,prestige candy cane
prestige-world-ender,Prestige World Ender,PWE,1621247.46,1378060.34,1864434.58,medium,Collectable,SS,High,1.75,542,ratio_chain,https://gpovalues.com/item/prestige-world-ender,https://gpovalues.com/images/Prestige%20World%20Ender.webp,2026-08-23T22:15:40.520803+00:00,39973,prestige world ender
prestige-firework-lancer,Prestige Firework Lancer,PFL,1259408.92,1070497.58,1448320.26,medium,Collectable,SS,Low,0.7,842,ratio_chain,https://gpovalues.com/item/prestige-firework-lancer,https://gpovalues.com/images/Prestige%20Firework%20Lancer.webp,2026-08-23T22:15:40.520803+00:00,39973,prestige firework lancer
prestige-inferno-rocket-blade,Prestige Inferno Rocket Blade,PIRB,1122298.17,953953.45,1290642.89,medium,Collectable,SS,Low,0.65,572,ratio_chain,https://gpovalues.com/item/prestige-inferno-rocket-blade,https://gpovalues.com/images/Prestige%20Inferno%20Rocket%20Blade.webp,2026-08-23T22:15:40.520803+00:00,39973,prestige inferno rocket blade
dominus-empyreus,Dominus Empyreus,DE,852764.48,596935.13,1108593.82,low,Mythical,VERY_UNSTABLE,Low,0.06,37,ratio_chain,https://gpovalues.com/item/dominus-empyreus,https://gpovalues.com/images/Dominus%20Empyreus.webp,2026-08-23T22:15:40.520803+00:00,39973,dominus empyreus
anomalized-mega-pow,Anomalized Mega-Pow,AMP,692652.88,554122.3,831183.45,low,Collectable,S,Low,0.78,57,ratio_chain,https://gpovalues.com/item/anomalized-mega-pow,https://gpovalues.com/images/Anomalized%20Mega-Pow.webp,2026-08-23T22:15:40.520803+00:00,39973,anomalized mega-pow
iceborn-candy-cane,Iceborn Candy Cane,ICC,701720.26,631548.22,771892.28,high,Collectable,S,Stable,1.43,1557,ratio_chain,https://gpovalues.com/item/iceborn-candy-cane,https://gpovalues.com/images/Iceborn%20Candy%20Cane.webp,2026-08-23T22:15:40.520803+00:00,39973,iceborn candy cane
blackvalk,Blackvalk,BLV,545160.32,436128.25,654192.38,low,Legendary,VERY_UNSTABLE,Stable,1.39,153,ratio_chain,https://gpovalues.com/item/blackvalk,https://gpovalues.com/images/Blackvalk.webp,2026-08-23T22:15:40.520803+00:00,39973,blackvalk
pteranodon,Pteranodon,PTERO,403299.41,362969.47,443629.34,high,Mythical,A-,Low,0.51,1484,ratio_chain,https://gpovalues.com/item/pteranodon,https://gpovalues.com/images/Ryu%20Ryu%20no%20Mi%2C%20Model%20Pteranodon.webp,2026-08-23T22:15:40.520803+00:00,39973,pteranodon
prestige-fruitbag,Prestige Fruitbag,PBAG,502517.43,452265.69,552769.19,high,Legendary,S,High,1.79,1568,ratio_chain,https://gpovalues.com/item/prestige-fruitbag,https://gpovalues.com/images/Prestige%20Fruitbag.webp,2026-08-23T22:15:40.520803+00:00,39973,prestige fruitbag
chromatic-all-seeing-eye,Chromatic All Seeing Eye,CASE,440800.98,374680.83,506921.12,medium,Mythical,S,Stable,1.03,789,ratio_chain,https://gpovalues.com/item/chromatic-all-seeing-eye,https://gpovalues.com/images/Chromatic%20All%20Seeing%20Eye.webp,2026-08-23T22:15:40.520803+00:00,39973,chromatic all seeing eye
prestige-firework-daggers,Prestige Firework Daggers,PFD,394768.56,335553.27,453983.84,medium,Collectable,S,Low,0.54,227,ratio_chain,https://gpovalues.com/item/prestige-firework-daggers,https://gpovalues.com/images/Prestige%20Firework%20Daggers.webp,2026-08-23T22:15:40.520803+00:00,39973,prestige firework daggers
candy-cane,Candy Cane,CC,357832.34,322049.1,393615.57,high,Legendary,S,Stable,1.19,1637,ratio_chain,https://gpovalues.com/item/candy-cane,https://gpovalues.com/images/Candy%20Cane.webp,2026-08-23T22:15:40.520803+00:00,39973,candy cane
dominus-ultimus,Dominus Ultimus,DU,298614.33,238891.47,358337.19,low,Collectable,S,Low,0.23,127,ratio_chain,https://gpovalues.com/item/dominus-ultimus,https://gpovalues.com/images/Dominus%20Ultimus.webp,2026-08-23T22:15:40.520803+00:00,39973,dominus ultimus
prestige-firework-rocket-launcher,Prestige Firework Rocket Launcher,PFRL,252992.58,202394.06,303591.09,low,Collectable,S,Low,0.32,168,ratio_chain,https://gpovalues.com/item/prestige-firework-rocket-launcher,https://gpovalues.com/images/Prestige%20Firework%20Rocket%20Launcher.webp,2026-08-23T22:15:40.520803+00:00,39973,prestige firework rocket launcher
all-seeing-shamrock,All Seeing Shamrock,SASE,285554.59,256999.12,314110.04,high,Mythical,S,High,1.98,1337,ratio_chain,https://gpovalues.com/item/all-seeing-shamrock,https://gpovalues.com/images/All%20Seeing%20Shamrock.webp,2026-08-23T22:15:40.520803+00:00,39973,all seeing shamrock
jesters-outfit,Jester's Outfit,JFIT,198519.41,178667.47,218371.36,high,Collectable,S,Low,0.57,1085,ratio_chain,https://gpovalues.com/item/jesters-outfit,https://gpovalues.com/images/Jester%27s%20Outfit.webp,2026-08-23T22:15:40.520803+00:00,39973,jester's outfit
gift-of-fruit,Gift of Fruit,GOF,202035.65,161628.52,242442.78,low,Rare,VERY_UNSTABLE,Low,0.37,82,ratio_chain,https://gpovalues.com/item/gift-of-fruit,https://gpovalues.com/images/Gift%20of%20Fruit.webp,2026-08-23T22:15:40.520803+00:00,39973,gift of fruit
titan-shifters-aura,Titan Shifter's Aura,TSA,179131.98,152262.18,206001.79,medium,,,High,1.68,802,ratio_chain,https://gpovalues.com/item/titan-shifters-aura,https://gpovalues.com/images/Titan%20Shifter%27s%20Aura.webp,2026-08-23T22:15:40.520803+00:00,39973,titan shifter's aura
blessed-exalted-cupid-queens-wings,Blessed Exalted Cupid Queen's Wings,BWINGS,133786.45,113718.48,153854.41,medium,Collectable,S,Low,0.38,344,ratio_chain,https://gpovalues.com/item/blessed-exalted-cupid-queens-wings,https://gpovalues.com/images/Blessed%20Exalted%20Cupid%20Queen%27s%20Wings.webp,2026-08-23T22:15:40.520803+00:00,39973,blessed exalted cupid queen's wings
