slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,image_url,generated_at,n_trades_used,join_key
prestige-cupids-chakram,Prestige Cupid's Chakram,PCHAK,3492513.25,2968636.27,4016390.24,medium,Collectable,NEW,Stable,0.93,208,ratio_chain,https://gpovalues.com/item/prestige-cupids-chakram,https://gpovalues.com/images/Prestige%20Cupid%27s%20Chakram.webp?v=3cc08c66,2026-09-21T05:31:26.581352+00:00,165752,prestige cupid's chakram
prestige-candy-cane,Prestige Candy Cane,PCC,3000000.0,2700000.0,3300000.0,medium,Collectable,SS,Stable,1.2,783,community_anchor,https://gpovalues.com/item/prestige-candy-cane,https://gpovalues.com/images/Prestige%20Candy%20Cane.webp?v=fbc35b7c,2026-09-21T05:31:26.581352+00:00,165752,prestige candy cane
prestige-maid-outfit,Prestige Maid Outfit,PMO,1437708.48,1222052.22,1653364.75,medium,,,Low,0.59,240,ratio_chain,https://gpovalues.com/item/prestige-maid-outfit,,2026-09-21T05:31:26.581352+00:00,165752,prestige maid outfit
prestige-world-ender,Prestige World Ender,PWE,1858106.43,1300674.51,2415538.37,medium,Collectable,SS,Stable,1.47,925,1to1_alignment,https://gpovalues.com/item/prestige-world-ender,https://gpovalues.com/images/Prestige%20World%20Ender.webp?v=2db200e6,2026-09-21T05:31:26.581352+00:00,165752,prestige world ender
prestige-firework-lancer,Prestige Firework Lancer,PFL,818933.12,737039.81,900826.43,high,Collectable,SS,Low,0.6,1055,ratio_chain,https://gpovalues.com/item/prestige-firework-lancer,https://gpovalues.com/images/Prestige%20Firework%20Lancer.webp?v=5395483d,2026-09-21T05:31:26.581352+00:00,165752,prestige firework lancer
prestige-inferno-rocket-blade,Prestige Inferno Rocket Blade,PIRB,689954.51,586461.33,793447.69,medium,Collectable,SS,Low,0.69,960,ratio_chain,https://gpovalues.com/item/prestige-inferno-rocket-blade,https://gpovalues.com/images/Prestige%20Inferno%20Rocket%20Blade.webp?v=533d1d27,2026-09-21T05:31:26.581352+00:00,165752,prestige inferno rocket blade
iceborn-candy-cane,Iceborn Candy Cane,ICC,570791.74,513712.57,627870.92,high,Collectable,S,High,1.71,2616,ratio_chain,https://gpovalues.com/item/iceborn-candy-cane,https://gpovalues.com/images/Iceborn%20Candy%20Cane.webp?v=9f40df54,2026-09-21T05:31:26.581352+00:00,165752,iceborn candy cane
dominus-empyreus,Dominus Empyreus,DE,508383.41,406706.73,610060.1,low,Mythical,VERY_UNSTABLE,Low,0.29,102,ratio_chain,https://gpovalues.com/item/dominus-empyreus,https://gpovalues.com/images/Dominus%20Empyreus.webp?v=5a90ebf8,2026-09-21T05:31:26.581352+00:00,165752,dominus empyreus
anomalized-mega-pow,Anomalized Mega-Pow,AMP,385467.59,327647.46,443287.73,medium,Collectable,S,Low,0.65,408,ratio_chain,https://gpovalues.com/item/anomalized-mega-pow,https://gpovalues.com/images/Anomalized%20Mega-Pow.webp?v=88233787,2026-09-21T05:31:26.581352+00:00,165752,anomalized mega-pow
prestige-fruitbag,Prestige Fruitbag,PBAG,371450.49,334305.44,408595.54,high,Legendary,S,Stable,1.09,2995,ratio_chain,https://gpovalues.com/item/prestige-fruitbag,https://gpovalues.com/images/Prestige%20Fruitbag.webp?v=cbb00f02,2026-09-21T05:31:26.581352+00:00,165752,prestige fruitbag
emerald-valkyrie,Emerald Valkyrie,EV,356382.51,285106.01,427659.02,low,Legendary,VERY_UNSTABLE,Low,0.09,63,ratio_chain,https://gpovalues.com/item/emerald-valkyrie,https://gpovalues.com/images/Emerald%20Valkyrie.webp?v=798415c3,2026-09-21T05:31:26.581352+00:00,165752,emerald valkyrie
chromatic-all-seeing-eye,Chromatic All Seeing Eye,CASE,331216.17,298094.55,364337.79,high,Mythical,S,Low,0.79,1811,ratio_chain,https://gpovalues.com/item/chromatic-all-seeing-eye,https://gpovalues.com/images/Chromatic%20All%20Seeing%20Eye.webp?v=d4679684,2026-09-21T05:31:26.581352+00:00,165752,chromatic all seeing eye
prestige-firework-daggers,Prestige Firework Daggers,PFD,279302.28,237406.94,321197.62,medium,Collectable,S,Low,0.44,658,ratio_chain,https://gpovalues.com/item/prestige-firework-daggers,https://gpovalues.com/images/Prestige%20Firework%20Daggers.webp?v=9f55382b,2026-09-21T05:31:26.581352+00:00,165752,prestige firework daggers
candy-cane,Candy Cane,CC,289426.65,260483.98,318369.31,high,Legendary,S,High,1.57,4000,ratio_chain,https://gpovalues.com/item/candy-cane,https://gpovalues.com/images/Candy%20Cane.webp?v=b7793557,2026-09-21T05:31:26.581352+00:00,165752,candy cane
leos-inferno-hagoromo,Leo's Inferno Hagoromo,LIH,193087.96,173779.16,212396.75,high,Collectable,S,High,1.7,5348,ratio_chain,https://gpovalues.com/item/leos-inferno-hagoromo,https://gpovalues.com/images/Leo%27s%20Inferno%20Hagoromo.webp?v=1954af42,2026-09-21T05:31:26.581352+00:00,165752,leo's inferno hagoromo
all-seeing-shamrock,All Seeing Shamrock,SASE,190551.88,171496.7,209607.06,high,Mythical,S,Stable,1.15,2922,ratio_chain,https://gpovalues.com/item/all-seeing-shamrock,https://gpovalues.com/images/All%20Seeing%20Shamrock.webp?v=853fb850,2026-09-21T05:31:26.581352+00:00,165752,all seeing shamrock
prestige-firework-rocket-launcher,Prestige Firework Rocket Launcher,PFRL,163931.66,139341.92,188521.42,medium,Collectable,S,Low,0.56,570,ratio_chain,https://gpovalues.com/item/prestige-firework-rocket-launcher,https://gpovalues.com/images/Prestige%20Firework%20Rocket%20Launcher.webp?v=738440af,2026-09-21T05:31:26.581352+00:00,165752,prestige firework rocket launcher
dominus-ultimus,Dominus Ultimus,DU,144558.72,122874.91,166242.52,medium,Collectable,S,Low,0.29,479,ratio_chain,https://gpovalues.com/item/dominus-ultimus,https://gpovalues.com/images/Dominus%20Ultimus.webp?v=5a306dc7,2026-09-21T05:31:26.581352+00:00,165752,dominus ultimus
jesters-outfit,Jester's Outfit,JFIT,136991.14,123292.02,150690.25,high,Collectable,S,Low,0.61,3051,ratio_chain,https://gpovalues.com/item/jesters-outfit,https://gpovalues.com/images/Jester%27s%20Outfit.webp?v=695fdaec,2026-09-21T05:31:26.581352+00:00,165752,jester's outfit
blackvalk,Blackvalk,BLV,116626.38,99132.41,134120.34,medium,Legendary,VERY_UNSTABLE,Low,0.52,267,ratio_chain,https://gpovalues.com/item/blackvalk,https://gpovalues.com/images/Blackvalk.webp?v=0e99c020,2026-09-21T05:31:26.581352+00:00,165752,blackvalk
