slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,image_url,generated_at,n_trades_used,join_key
prestige-cupids-chakram,Prestige Cupid's Chakram,PCHAK,3934015.46,3343913.14,4524117.78,medium,Collectable,NEW,Low,0.86,364,ratio_chain,https://gpovalues.com/item/prestige-cupids-chakram,https://gpovalues.com/images/Prestige%20Cupid%27s%20Chakram.webp?v=3cc08c66,2026-09-06T05:32:21.634007+00:00,173726,prestige cupid's chakram
prestige-candy-cane,Prestige Candy Cane,PCC,3000000.0,2700000.0,3300000.0,high,Collectable,SS,Stable,0.92,1089,community_anchor,https://gpovalues.com/item/prestige-candy-cane,https://gpovalues.com/images/Prestige%20Candy%20Cane.webp?v=fbc35b7c,2026-09-06T05:32:21.634007+00:00,173726,prestige candy cane
prestige-maid-outfit,Prestige Maid Outfit,PMO,2362721.45,2008313.23,2717129.66,medium,,,High,1.73,431,ratio_chain,https://gpovalues.com/item/prestige-maid-outfit,,2026-09-06T05:32:21.634007+00:00,173726,prestige maid outfit
prestige-world-ender,Prestige World Ender,PWE,1380591.71,1173502.95,1587680.47,medium,Collectable,SS,Stable,1.35,929,ratio_chain,https://gpovalues.com/item/prestige-world-ender,https://gpovalues.com/images/Prestige%20World%20Ender.webp?v=2db200e6,2026-09-06T05:32:21.634007+00:00,173726,prestige world ender
prestige-firework-lancer,Prestige Firework Lancer,PFL,1002648.11,902383.3,1102912.94,high,Collectable,SS,Low,0.6,1203,ratio_chain,https://gpovalues.com/item/prestige-firework-lancer,https://gpovalues.com/images/Prestige%20Firework%20Lancer.webp?v=5395483d,2026-09-06T05:32:21.634007+00:00,173726,prestige firework lancer
prestige-inferno-rocket-blade,Prestige Inferno Rocket Blade,PIRB,859361.13,730456.96,988265.3,medium,Collectable,SS,Low,0.85,937,ratio_chain,https://gpovalues.com/item/prestige-inferno-rocket-blade,https://gpovalues.com/images/Prestige%20Inferno%20Rocket%20Blade.webp?v=533d1d27,2026-09-06T05:32:21.634007+00:00,173726,prestige inferno rocket blade
emerald-valkyrie,Emerald Valkyrie,EV,683460.38,546768.3,820152.46,low,Legendary,VERY_UNSTABLE,High,2.5,63,ratio_chain,https://gpovalues.com/item/emerald-valkyrie,,2026-09-06T05:32:21.634007+00:00,173726,emerald valkyrie
iceborn-candy-cane,Iceborn Candy Cane,ICC,587435.4,528691.86,646178.94,high,Collectable,S,Stable,1.36,2505,ratio_chain,https://gpovalues.com/item/iceborn-candy-cane,https://gpovalues.com/images/Iceborn%20Candy%20Cane.webp?v=9f40df54,2026-09-06T05:32:21.634007+00:00,173726,iceborn candy cane
anomalized-mega-pow,Anomalized Mega-Pow,AMP,423916.65,360329.16,487504.15,medium,Collectable,S,Low,0.48,245,ratio_chain,https://gpovalues.com/item/anomalized-mega-pow,https://gpovalues.com/images/Anomalized%20Mega-Pow.webp?v=88233787,2026-09-06T05:32:21.634007+00:00,173726,anomalized mega-pow
prestige-fruitbag,Prestige Fruitbag,PBAG,418922.97,377030.67,460815.27,high,Legendary,S,Stable,0.98,3010,ratio_chain,https://gpovalues.com/item/prestige-fruitbag,https://gpovalues.com/images/Prestige%20Fruitbag.webp?v=cbb00f02,2026-09-06T05:32:21.634007+00:00,173726,prestige fruitbag
