slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,image_url,generated_at,n_trades_used,join_key
prestige-cupids-chakram,Prestige Cupid's Chakram,PCHAK,4088622.57,3270898.06,4906347.09,low,Collectable,NEW,Stable,1.13,198,ratio_chain,https://gpovalues.com/item/prestige-cupids-chakram,https://gpovalues.com/images/Prestige%20Cupid%27s%20Chakram.webp,2026-08-30T22:15:29.934528+00:00,40126,prestige cupid's chakram
prestige-candy-cane,Prestige Candy Cane,PCC,3000000.0,2700000.0,3300000.0,medium,Collectable,SS,Low,0.57,571,community_anchor,https://gpovalues.com/item/prestige-candy-cane,https://gpovalues.com/images/Prestige%20Candy%20Cane.webp,2026-08-30T22:15:29.934528+00:00,40126,prestige candy cane
prestige-world-ender,Prestige World Ender,PWE,1542180.3,1310853.25,1773507.34,medium,Collectable,SS,High,2.39,542,ratio_chain,https://gpovalues.com/item/prestige-world-ender,https://gpovalues.com/images/Prestige%20World%20Ender.webp,2026-08-30T22:15:29.934528+00:00,40126,prestige world ender
prestige-firework-lancer,Prestige Firework Lancer,PFL,1080823.6,918700.07,1242947.15,medium,Collectable,SS,Low,0.63,891,ratio_chain,https://gpovalues.com/item/prestige-firework-lancer,https://gpovalues.com/images/Prestige%20Firework%20Lancer.webp,2026-08-30T22:15:29.934528+00:00,40126,prestige firework lancer
prestige-inferno-rocket-blade,Prestige Inferno Rocket Blade,PIRB,875904.38,744518.72,1007290.04,medium,Collectable,SS,Low,0.65,540,ratio_chain,https://gpovalues.com/item/prestige-inferno-rocket-blade,https://gpovalues.com/images/Prestige%20Inferno%20Rocket%20Blade.webp,2026-08-30T22:15:29.934528+00:00,40126,prestige inferno rocket blade
iceborn-candy-cane,Iceborn Candy Cane,ICC,634401.12,570961.01,697841.22,high,Collectable,S,High,1.55,1229,ratio_chain,https://gpovalues.com/item/iceborn-candy-cane,https://gpovalues.com/images/Iceborn%20Candy%20Cane.webp,2026-08-30T22:15:29.934528+00:00,40126,iceborn candy cane
prestige-fruitbag,Prestige Fruitbag,PBAG,425264.41,382737.97,467790.86,high,Legendary,S,Stable,1.27,1499,ratio_chain,https://gpovalues.com/item/prestige-fruitbag,https://gpovalues.com/images/Prestige%20Fruitbag.webp,2026-08-30T22:15:29.934528+00:00,40126,prestige fruitbag
chromatic-all-seeing-eye,Chromatic All Seeing Eye,CASE,373671.76,317620.99,429722.52,medium,Mythical,S,Stable,1.25,745,ratio_chain,https://gpovalues.com/item/chromatic-all-seeing-eye,https://gpovalues.com/images/Chromatic%20All%20Seeing%20Eye.webp,2026-08-30T22:15:29.934528+00:00,40126,chromatic all seeing eye
prestige-firework-daggers,Prestige Firework Daggers,PFD,307467.05,261346.99,353587.11,medium,Collectable,S,Low,0.3,330,ratio_chain,https://gpovalues.com/item/prestige-firework-daggers,https://gpovalues.com/images/Prestige%20Firework%20Daggers.webp,2026-08-30T22:15:29.934528+00:00,40126,prestige firework daggers
candy-cane,Candy Cane,CC,305938.13,275344.31,336531.94,high,Legendary,S,Stable,0.98,1620,ratio_chain,https://gpovalues.com/item/candy-cane,https://gpovalues.com/images/Candy%20Cane.webp,2026-08-30T22:15:29.934528+00:00,40126,candy cane
dominus-ultimus,Dominus Ultimus,DU,193935.18,164844.9,223025.45,medium,Collectable,S,Low,0.2,229,ratio_chain,https://gpovalues.com/item/dominus-ultimus,https://gpovalues.com/images/Dominus%20Ultimus.webp,2026-08-30T22:15:29.934528+00:00,40126,dominus ultimus
all-seeing-shamrock,All Seeing Shamrock,SASE,218045.47,196240.93,239850.01,high,Mythical,S,High,1.77,1565,ratio_chain,https://gpovalues.com/item/all-seeing-shamrock,https://gpovalues.com/images/All%20Seeing%20Shamrock.webp,2026-08-30T22:15:29.934528+00:00,40126,all seeing shamrock
prestige-firework-rocket-launcher,Prestige Firework Rocket Launcher,PFRL,161234.9,137049.67,185420.13,medium,Collectable,S,Low,0.15,228,ratio_chain,https://gpovalues.com/item/prestige-firework-rocket-launcher,https://gpovalues.com/images/Prestige%20Firework%20Rocket%20Launcher.webp,2026-08-30T22:15:29.934528+00:00,40126,prestige firework rocket launcher
jesters-outfit,Jester's Outfit,JFIT,157896.62,142106.95,173686.27,high,Collectable,S,Low,0.67,1191,ratio_chain,https://gpovalues.com/item/jesters-outfit,https://gpovalues.com/images/Jester%27s%20Outfit.webp,2026-08-30T22:15:29.934528+00:00,40126,jester's outfit
titan-shifters-aura,Titan Shifter's Aura,TSA,152177.48,136959.74,167395.23,high,,,Stable,0.92,1419,ratio_chain,https://gpovalues.com/item/titan-shifters-aura,https://gpovalues.com/images/Titan%20Shifter%27s%20Aura.webp,2026-08-30T22:15:29.934528+00:00,40126,titan shifter's aura
blessed-exalted-cupid-queens-wings,Blessed Exalted Cupid Queen's Wings,BWINGS,122885.56,104452.73,141318.39,medium,Collectable,S,Low,0.33,554,ratio_chain,https://gpovalues.com/item/blessed-exalted-cupid-queens-wings,https://gpovalues.com/images/Blessed%20Exalted%20Cupid%20Queen%27s%20Wings.webp,2026-08-30T22:15:29.934528+00:00,40126,blessed exalted cupid queen's wings
leos-inferno-hagoromo,Leo's Inferno Hagoromo,LIH,131249.25,118124.33,144374.17,high,Collectable,S,High,3.11,3212,ratio_chain,https://gpovalues.com/item/leos-inferno-hagoromo,https://gpovalues.com/images/Leo%27s%20Inferno%20Hagoromo.webp,2026-08-30T22:15:29.934528+00:00,40126,leo's inferno hagoromo
blackvalk,Blackvalk,BLV,124031.48,99225.19,148837.77,low,Legendary,VERY_UNSTABLE,Low,0.23,136,ratio_chain,https://gpovalues.com/item/blackvalk,https://gpovalues.com/images/Blackvalk.webp,2026-08-30T22:15:29.934528+00:00,40126,blackvalk
all-seeing-egg,All Seeing Egg,BLOASE,112041.21,95235.02,128847.39,medium,Mythical,S,Low,0.64,975,ratio_chain,https://gpovalues.com/item/all-seeing-egg,https://gpovalues.com/images/All%20Seeing%20Egg.webp,2026-08-30T22:15:29.934528+00:00,40126,all seeing egg
all-seeing-baal,All Seeing Ba'al,BASE,86778.85,78100.97,95456.73,high,Mythical,S,Low,0.83,1802,ratio_chain,https://gpovalues.com/item/all-seeing-baal,https://gpovalues.com/images/All%20Seeing%20Ba%27al.webp,2026-08-30T22:15:29.934528+00:00,40126,all seeing ba'al
yukio-the-bunny,Yukio The Bunny,YB,72083.83,61271.25,82896.4,medium,Legendary,S,Low,0.25,620,ratio_chain,https://gpovalues.com/item/yukio-the-bunny,https://gpovalues.com/images/Yukio%20The%20Bunny.webp,2026-08-30T22:15:29.934528+00:00,40126,yukio the bunny
soul-kings-scarf,Soul King's Scarf,SKS,74850.39,67365.36,82335.43,high,Collectable,A+,Low,0.67,1042,ratio_chain,https://gpovalues.com/item/soul-kings-scarf,https://gpovalues.com/images/Soul%20King%27s%20Scarf.webp,2026-08-30T22:15:29.934528+00:00,40126,soul king's scarf
all-seeing-holly,All Seeing Holly,HASE,73828.86,66445.97,81211.75,high,Mythical,S,Low,0.66,1808,ratio_chain,https://gpovalues.com/item/all-seeing-holly,https://gpovalues.com/images/All%20Seeing%20Holly.webp,2026-08-30T22:15:29.934528+00:00,40126,all seeing holly
cupids-all-seeing-eye,Cupid's All Seeing Eye,CQASE,77474.65,69727.19,85222.12,high,Mythical,S,Stable,0.94,1608,ratio_chain,https://gpovalues.com/item/cupids-all-seeing-eye,https://gpovalues.com/images/Cupid%27s%20All%20Seeing%20Eye.webp,2026-08-30T22:15:29.934528+00:00,40126,cupid's all seeing eye
all-seeing-eye,All Seeing Eye,ASE,69092.12,62182.91,76001.34,high,Mythical,A+,High,3.46,3355,ratio_chain,https://gpovalues.com/item/all-seeing-eye,https://gpovalues.com/images/All%20Seeing%20Eye.webp,2026-08-30T22:15:29.934528+00:00,40126,all seeing eye
bunyo-the-bunny,Bunyo The Bunny,BB,48290.8,41047.17,55534.4,medium,Legendary,A+,Low,0.46,754,ratio_chain,https://gpovalues.com/item/bunyo-the-bunny,https://gpovalues.com/images/Bunyo%20The%20Bunny.webp,2026-08-30T22:15:29.934528+00:00,40126,bunyo the bunny
world-ender,World Ender,WE,49382.35,44444.12,54320.59,high,Legendary,A+,Stable,1.0,1271,ratio_chain,https://gpovalues.com/item/world-ender,https://gpovalues.com/images/World%20Ender.webp,2026-08-30T22:15:29.934528+00:00,40126,world ender
flower-bouquet,Flower Bouquet,FB,47451.5,40333.78,54569.23,medium,Legendary,A+,Low,0.67,852,ratio_chain,https://gpovalues.com/item/flower-bouquet,https://gpovalues.com/images/Flower%20Bouquet.webp,2026-08-30T22:15:29.934528+00:00,40126,flower bouquet
snowcap-scepter,Snowcap Scepter,SCEP,36316.37,29053.09,43579.64,low,Legendary,A+,Low,0.38,187,ratio_chain,https://gpovalues.com/item/snowcap-scepter,https://gpovalues.com/images/Snowcap%20Scepter.webp,2026-08-30T22:15:29.934528+00:00,40126,snowcap scepter
soul-cleaver,Soul Cleaver,NAPO,40260.45,34221.39,46299.52,medium,Mythical,A+,Low,0.82,996,ratio_chain,https://gpovalues.com/item/soul-cleaver,https://gpovalues.com/images/Soul%20Cleaver.webp,2026-08-30T22:15:29.934528+00:00,40126,soul cleaver
blessed-cupid-queens-scarf,Blessed Cupid Queen's Scarf,BSCARF,40000.0,28000.0,52000.0,low,Collectable,A+,Low,0.31,47,ratio_chain,https://gpovalues.com/item/blessed-cupid-queens-scarf,https://gpovalues.com/images/Blessed%20Cupid%20Queen%27s%20Scarf.webp,2026-08-30T22:15:29.934528+00:00,40126,blessed cupid queen's scarf
dragon,Dragon,DRAGON,33853.62,30468.25,37238.97,high,Mythical,A+,Stable,1.2,1788,ratio_chain,https://gpovalues.com/item/dragon,https://gpovalues.com/images/Ryu%20Ryu%20no%20Mi%2C%20Model%20Pteranodon.webp,2026-08-30T22:15:29.934528+00:00,40126,dragon
troll-face,Troll Face,TF,30000.0,24000.0,36000.0,low,Epic,VERY_UNSTABLE,Stable,1.0,112,ratio_chain,https://gpovalues.com/item/troll-face,https://gpovalues.com/images/Troll%20Face.webp,2026-08-30T22:15:29.934528+00:00,40126,troll face
toji-event-item,Toji (event item),TOJI,24868.29,21138.05,28598.53,medium,Legendary,,Low,0.37,898,ratio_chain,https://gpovalues.com/item/toji-event-item,https://gpovalues.com/images/Inverted%20Spear%20Of%20Heaven.webp,2026-08-30T22:15:29.934528+00:00,40126,toji (event item)
devil-fruit-rod,Devil Fruit Rod,DFR,23236.96,20913.26,25560.66,high,Mythical,A,Low,0.46,2098,ratio_chain,https://gpovalues.com/item/devil-fruit-rod,https://gpovalues.com/images/Devil%20Fruit%20Rod.webp,2026-08-30T22:15:29.934528+00:00,40126,devil fruit rod
hollows-world-ender,Hollow's World Ender,HWE,24149.46,21734.51,26564.41,high,Collectable,A,Low,0.83,1155,ratio_chain,https://gpovalues.com/item/hollows-world-ender,https://gpovalues.com/images/World%20Ender.webp,2026-08-30T22:15:29.934528+00:00,40126,hollow's world ender
coyote-outfit,Coyote Outfit,CO,17267.2,14677.12,19857.28,medium,Legendary,A,Low,0.55,983,ratio_chain,https://gpovalues.com/item/coyote-outfit,https://gpovalues.com/images/Coyote%20Outfit.webp,2026-08-30T22:15:29.934528+00:00,40126,coyote outfit
kikoku,Kikoku,KIKO,19105.74,17195.17,21016.32,high,Mythical,A,Low,0.57,1691,ratio_chain,https://gpovalues.com/item/kikoku,https://gpovalues.com/images/Kikoku.webp,2026-08-30T22:15:29.934528+00:00,40126,kikoku
time-rift-capsule,Time-Rift Capsule,TRC,18815.52,15993.2,21637.85,medium,Epic,A,Low,0.19,794,ratio_chain,https://gpovalues.com/item/time-rift-capsule,https://gpovalues.com/images/Time-Rift%20Capsule.webp,2026-08-30T22:15:29.934528+00:00,40126,time-rift capsule
hover-pod,Hover Pod,HPOD,18400.0,16560.0,20240.0,high,Epic,A,Low,0.5,1551,ratio_chain,https://gpovalues.com/item/hover-pod,https://gpovalues.com/images/Hover%20Pod.webp,2026-08-30T22:15:29.934528+00:00,40126,hover pod
