slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,image_url,generated_at,n_trades_used,join_key
prestige-cupids-chakram,Prestige Cupid's Chakram,PCHAK,4082848.15,3470420.92,4695275.37,medium,Collectable,NEW,Stable,1.26,260,ratio_chain,https://gpovalues.com/item/prestige-cupids-chakram,https://gpovalues.com/images/Prestige%20Cupid%27s%20Chakram.webp?v=3cc08c66,2026-09-16T05:32:10.538821+00:00,232691,prestige cupid's chakram
prestige-candy-cane,Prestige Candy Cane,PCC,3000000.0,2700000.0,3300000.0,high,Collectable,SS,Stable,1.04,1005,community_anchor,https://gpovalues.com/item/prestige-candy-cane,https://gpovalues.com/images/Prestige%20Candy%20Cane.webp?v=fbc35b7c,2026-09-16T05:32:10.538821+00:00,232691,prestige candy cane
prestige-world-ender,Prestige World Ender,PWE,2030164.27,1421114.99,2639213.55,high,Collectable,SS,High,1.54,1117,1to1_alignment,https://gpovalues.com/item/prestige-world-ender,https://gpovalues.com/images/Prestige%20World%20Ender.webp?v=2db200e6,2026-09-16T05:32:10.538821+00:00,232691,prestige world ender
prestige-firework-lancer,Prestige Firework Lancer,PFL,926898.91,834209.03,1019588.81,high,Collectable,SS,Low,0.49,1266,ratio_chain,https://gpovalues.com/item/prestige-firework-lancer,https://gpovalues.com/images/Prestige%20Firework%20Lancer.webp?v=5395483d,2026-09-16T05:32:10.538821+00:00,232691,prestige firework lancer
prestige-maid-outfit,Prestige Maid Outfit,PMO,2092865.93,1465006.15,2720725.71,medium,,,Low,0.64,287,1to1_alignment,https://gpovalues.com/item/prestige-maid-outfit,,2026-09-16T05:32:10.538821+00:00,232691,prestige maid outfit
prestige-inferno-rocket-blade,Prestige Inferno Rocket Blade,PIRB,823268.62,740941.75,905595.48,high,Collectable,SS,Low,0.56,1132,ratio_chain,https://gpovalues.com/item/prestige-inferno-rocket-blade,https://gpovalues.com/images/Prestige%20Inferno%20Rocket%20Blade.webp?v=533d1d27,2026-09-16T05:32:10.538821+00:00,232691,prestige inferno rocket blade
iceborn-candy-cane,Iceborn Candy Cane,ICC,631997.53,568797.77,695197.29,high,Collectable,S,High,1.87,3370,ratio_chain,https://gpovalues.com/item/iceborn-candy-cane,https://gpovalues.com/images/Iceborn%20Candy%20Cane.webp?v=9f40df54,2026-09-16T05:32:10.538821+00:00,232691,iceborn candy cane
emerald-valkyrie,Emerald Valkyrie,EV,604498.55,483598.84,725398.26,low,Legendary,VERY_UNSTABLE,Low,0.79,104,ratio_chain,https://gpovalues.com/item/emerald-valkyrie,https://gpovalues.com/images/Emerald%20Valkyrie.webp?v=798415c3,2026-09-16T05:32:10.538821+00:00,232691,emerald valkyrie
anomalized-mega-pow,Anomalized Mega-Pow,AMP,450738.07,383127.36,518348.78,medium,Collectable,S,Low,0.79,402,ratio_chain,https://gpovalues.com/item/anomalized-mega-pow,https://gpovalues.com/images/Anomalized%20Mega-Pow.webp?v=88233787,2026-09-16T05:32:10.538821+00:00,232691,anomalized mega-pow
prestige-fruitbag,Prestige Fruitbag,PBAG,415871.65,374284.48,457458.81,high,Legendary,S,Stable,1.02,3774,ratio_chain,https://gpovalues.com/item/prestige-fruitbag,https://gpovalues.com/images/Prestige%20Fruitbag.webp?v=cbb00f02,2026-09-16T05:32:10.538821+00:00,232691,prestige fruitbag
