slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,image_url,generated_at,n_trades_used,join_key
prestige-cupids-chakram,Prestige Cupid's Chakram,PCHAK,3921459.16,3333240.28,4509678.03,medium,Collectable,NEW,Stable,1.07,211,ratio_chain,https://gpovalues.com/item/prestige-cupids-chakram,https://gpovalues.com/images/Prestige%20Cupid%27s%20Chakram.webp?v=3cc08c66,2026-09-23T05:32:57.398539+00:00,154264,prestige cupid's chakram
prestige-candy-cane,Prestige Candy Cane,PCC,3000000.0,2700000.0,3300000.0,medium,Collectable,SS,Stable,1.14,799,community_anchor,https://gpovalues.com/item/prestige-candy-cane,https://gpovalues.com/images/Prestige%20Candy%20Cane.webp?v=fbc35b7c,2026-09-23T05:32:57.398539+00:00,154264,prestige candy cane
prestige-maid-outfit,Prestige Maid Outfit,PMO,1995575.69,1696239.34,2294912.04,medium,,,Low,0.56,308,ratio_chain,https://gpovalues.com/item/prestige-maid-outfit,,2026-09-23T05:32:57.398539+00:00,154264,prestige maid outfit
prestige-world-ender,Prestige World Ender,PWE,2002718.65,1401903.05,2603534.24,medium,Collectable,SS,High,1.62,914,1to1_alignment,https://gpovalues.com/item/prestige-world-ender,https://gpovalues.com/images/Prestige%20World%20Ender.webp?v=2db200e6,2026-09-23T05:32:57.398539+00:00,154264,prestige world ender
prestige-firework-lancer,Prestige Firework Lancer,PFL,889835.48,756360.16,1023310.79,medium,Collectable,SS,Low,0.6,979,ratio_chain,https://gpovalues.com/item/prestige-firework-lancer,https://gpovalues.com/images/Prestige%20Firework%20Lancer.webp?v=5395483d,2026-09-23T05:32:57.398539+00:00,154264,prestige firework lancer
prestige-inferno-rocket-blade,Prestige Inferno Rocket Blade,PIRB,779401.39,662491.18,896311.6,medium,Collectable,SS,Low,0.75,940,ratio_chain,https://gpovalues.com/item/prestige-inferno-rocket-blade,https://gpovalues.com/images/Prestige%20Inferno%20Rocket%20Blade.webp?v=533d1d27,2026-09-23T05:32:57.398539+00:00,154264,prestige inferno rocket blade
iceborn-candy-cane,Iceborn Candy Cane,ICC,648162.83,583346.56,712979.12,high,Collectable,S,High,1.74,2506,ratio_chain,https://gpovalues.com/item/iceborn-candy-cane,https://gpovalues.com/images/Iceborn%20Candy%20Cane.webp?v=9f40df54,2026-09-23T05:32:57.398539+00:00,154264,iceborn candy cane
dominus-empyreus,Dominus Empyreus,DE,485805.84,388644.67,582967.01,low,Mythical,VERY_UNSTABLE,Low,0.18,78,ratio_chain,https://gpovalues.com/item/dominus-empyreus,https://gpovalues.com/images/Dominus%20Empyreus.webp?v=5a90ebf8,2026-09-23T05:32:57.398539+00:00,154264,dominus empyreus
prestige-fruitbag,Prestige Fruitbag,PBAG,423081.17,380773.05,465389.29,high,Legendary,S,Low,0.9,2798,ratio_chain,https://gpovalues.com/item/prestige-fruitbag,https://gpovalues.com/images/Prestige%20Fruitbag.webp?v=cbb00f02,2026-09-23T05:32:57.398539+00:00,154264,prestige fruitbag
anomalized-mega-pow,Anomalized Mega-Pow,AMP,454246.58,386109.59,522383.57,medium,Collectable,S,Stable,0.95,394,ratio_chain,https://gpovalues.com/item/anomalized-mega-pow,https://gpovalues.com/images/Anomalized%20Mega-Pow.webp?v=88233787,2026-09-23T05:32:57.398539+00:00,154264,anomalized mega-pow
chromatic-all-seeing-eye,Chromatic All Seeing Eye,CASE,376565.06,338908.55,414221.56,high,Mythical,S,Low,0.8,1698,ratio_chain,https://gpovalues.com/item/chromatic-all-seeing-eye,https://gpovalues.com/images/Chromatic%20All%20Seeing%20Eye.webp?v=d4679684,2026-09-23T05:32:57.398539+00:00,154264,chromatic all seeing eye
prestige-firework-daggers,Prestige Firework Daggers,PFD,310852.77,264224.86,357480.69,medium,Collectable,S,Low,0.42,597,ratio_chain,https://gpovalues.com/item/prestige-firework-daggers,https://gpovalues.com/images/Prestige%20Firework%20Daggers.webp?v=9f55382b,2026-09-23T05:32:57.398539+00:00,154264,prestige firework daggers
candy-cane,Candy Cane,CC,334471.79,301024.61,367918.97,high,Legendary,S,High,1.61,3950,ratio_chain,https://gpovalues.com/item/candy-cane,https://gpovalues.com/images/Candy%20Cane.webp?v=b7793557,2026-09-23T05:32:57.398539+00:00,154264,candy cane
leos-inferno-hagoromo,Leo's Inferno Hagoromo,LIH,208891.78,188002.6,229780.97,high,Collectable,S,High,1.9,4986,ratio_chain,https://gpovalues.com/item/leos-inferno-hagoromo,https://gpovalues.com/images/Leo%27s%20Inferno%20Hagoromo.webp?v=1954af42,2026-09-23T05:32:57.398539+00:00,154264,leo's inferno hagoromo
all-seeing-shamrock,All Seeing Shamrock,SASE,223962.1,201565.89,246358.31,high,Mythical,S,Stable,1.13,2870,ratio_chain,https://gpovalues.com/item/all-seeing-shamrock,https://gpovalues.com/images/All%20Seeing%20Shamrock.webp?v=853fb850,2026-09-23T05:32:57.398539+00:00,154264,all seeing shamrock
prestige-firework-rocket-launcher,Prestige Firework Rocket Launcher,PFRL,175565.12,149230.35,201899.89,medium,Collectable,S,Low,0.39,524,ratio_chain,https://gpovalues.com/item/prestige-firework-rocket-launcher,https://gpovalues.com/images/Prestige%20Firework%20Rocket%20Launcher.webp?v=738440af,2026-09-23T05:32:57.398539+00:00,154264,prestige firework rocket launcher
dominus-ultimus,Dominus Ultimus,DU,168494.75,143220.53,193768.95,medium,Collectable,S,Low,0.34,458,ratio_chain,https://gpovalues.com/item/dominus-ultimus,https://gpovalues.com/images/Dominus%20Ultimus.webp?v=5a306dc7,2026-09-23T05:32:57.398539+00:00,154264,dominus ultimus
jesters-outfit,Jester's Outfit,JFIT,152592.6,137333.34,167851.86,high,Collectable,S,Low,0.6,2781,ratio_chain,https://gpovalues.com/item/jesters-outfit,https://gpovalues.com/images/Jester%27s%20Outfit.webp?v=695fdaec,2026-09-23T05:32:57.398539+00:00,154264,jester's outfit
titan-shifters-aura,Titan Shifter's Aura,TSA,124308.59,111877.72,136739.44,high,Collectable,,Stable,1.23,4581,ratio_chain,https://gpovalues.com/item/titan-shifters-aura,https://gpovalues.com/images/Titan%20Shifter%27s%20Aura.webp?v=babf3c3b,2026-09-23T05:32:57.398539+00:00,154264,titan shifter's aura
blessed-exalted-cupid-queens-wings,Blessed Exalted Cupid Queen's Wings,BWINGS,114720.05,97512.04,131928.06,medium,Collectable,S,Low,0.58,920,ratio_chain,https://gpovalues.com/item/blessed-exalted-cupid-queens-wings,https://gpovalues.com/images/Blessed%20Exalted%20Cupid%20Queen%27s%20Wings.webp?v=2d7d4b54,2026-09-23T05:32:57.398539+00:00,154264,blessed exalted cupid queen's wings
all-seeing-egg,All Seeing Egg,BLOASE,111550.76,100395.67,122705.83,high,Mythical,S,Low,0.71,2977,ratio_chain,https://gpovalues.com/item/all-seeing-egg,https://gpovalues.com/images/All%20Seeing%20Egg.webp?v=945da3ed,2026-09-23T05:32:57.398539+00:00,154264,all seeing egg
all-seeing-blossom,All Seeing Blossom,BLASE,104920.31,94428.28,115412.34,high,Mythical,NEW,Stable,0.99,9242,ratio_chain,https://gpovalues.com/item/all-seeing-blossom,https://gpovalues.com/images/All%20Seeing%20Blossom.webp?v=e8056638,2026-09-23T05:32:57.398539+00:00,154264,all seeing blossom
all-seeing-baal,All Seeing Ba'al,BASE,85383.57,76845.22,93921.93,high,Mythical,S,Low,0.42,5229,ratio_chain,https://gpovalues.com/item/all-seeing-baal,https://gpovalues.com/images/All%20Seeing%20Ba%27al.webp?v=23cb797f,2026-09-23T05:32:57.398539+00:00,154264,all seeing ba'al
all-seeing-holly,All Seeing Holly,HASE,79552.04,71596.84,87507.25,high,Mythical,S,Low,0.49,5141,ratio_chain,https://gpovalues.com/item/all-seeing-holly,https://gpovalues.com/images/All%20Seeing%20Holly.webp?v=7c34b07d,2026-09-23T05:32:57.398539+00:00,154264,all seeing holly
cupids-all-seeing-eye,Cupid's All Seeing Eye,CQASE,88551.37,79696.23,97406.51,high,Mythical,S,Low,0.86,3807,ratio_chain,https://gpovalues.com/item/cupids-all-seeing-eye,https://gpovalues.com/images/Cupid%27s%20All%20Seeing%20Eye.webp?v=fb3c6e1c,2026-09-23T05:32:57.398539+00:00,154264,cupid's all seeing eye
soul-kings-scarf,Soul King's Scarf,SKS,89956.29,80960.66,98951.91,high,Collectable,A+,Stable,1.13,3051,ratio_chain,https://gpovalues.com/item/soul-kings-scarf,https://gpovalues.com/images/Soul%20King%27s%20Scarf.webp?v=2b4417b2,2026-09-23T05:32:57.398539+00:00,154264,soul king's scarf
all-seeing-eye,All Seeing Eye,ASE,83095.1,74785.59,91404.61,high,Mythical,A+,High,4.51,15135,ratio_chain,https://gpovalues.com/item/all-seeing-eye,https://gpovalues.com/images/All%20Seeing%20Eye.webp?v=a2c488c2,2026-09-23T05:32:57.398539+00:00,154264,all seeing eye
yukio-the-bunny,Yukio The Bunny,YB,76207.61,68586.85,83828.38,high,Legendary,S,Low,0.73,2037,ratio_chain,https://gpovalues.com/item/yukio-the-bunny,https://gpovalues.com/images/Yukio%20The%20Bunny.webp?v=c50a3644,2026-09-23T05:32:57.398539+00:00,154264,yukio the bunny
blackvalk,Blackvalk,BLV,71392.0,60683.2,82100.8,medium,Legendary,VERY_UNSTABLE,Low,0.72,313,ratio_chain,https://gpovalues.com/item/blackvalk,https://gpovalues.com/images/Blackvalk.webp?v=0e99c020,2026-09-23T05:32:57.398539+00:00,154264,blackvalk
ice-valkyrie,Ice Valkyrie,IV,55114.28,46847.15,63381.43,medium,Legendary,VERY_UNSTABLE,Low,0.64,236,ratio_chain,https://gpovalues.com/item/ice-valkyrie,https://gpovalues.com/images/Ice%20Valkyrie.webp?v=f1c89ec2,2026-09-23T05:32:57.398539+00:00,154264,ice valkyrie
flower-bouquet,Flower Bouquet,FB,51984.91,46786.43,57183.4,high,Legendary,A+,Low,0.81,2211,ratio_chain,https://gpovalues.com/item/flower-bouquet,https://gpovalues.com/images/Flower%20Bouquet.webp?v=72561b7b,2026-09-23T05:32:57.398539+00:00,154264,flower bouquet
world-ender,World Ender,WE,50685.7,45617.13,55754.27,high,Legendary,A+,Stable,1.44,5320,ratio_chain,https://gpovalues.com/item/world-ender,https://gpovalues.com/images/World%20Ender.webp?v=5e239cea,2026-09-23T05:32:57.398539+00:00,154264,world ender
bunyo-the-bunny,Bunyo The Bunny,BB,52521.84,47269.66,57774.03,high,Legendary,A+,Stable,0.99,2384,ratio_chain,https://gpovalues.com/item/bunyo-the-bunny,,2026-09-23T05:32:57.398539+00:00,154264,bunyo the bunny
troll-face,Troll Face,TF,43306.7,36810.69,49802.7,medium,Epic,VERY_UNSTABLE,Low,0.55,353,ratio_chain,https://gpovalues.com/item/troll-face,https://gpovalues.com/images/Troll%20Face.webp?v=adffb916,2026-09-23T05:32:57.398539+00:00,154264,troll face
snowcap-scepter,Snowcap Scepter,SCEP,36229.16,30794.78,41663.52,medium,Legendary,A+,Low,0.65,329,ratio_chain,https://gpovalues.com/item/snowcap-scepter,https://gpovalues.com/images/Snowcap%20Scepter.webp?v=f1aa6c75,2026-09-23T05:32:57.398539+00:00,154264,snowcap scepter
blessed-cupid-queens-scarf,Blessed Cupid Queen's Scarf,BSCARF,35780.63,30413.53,41147.73,medium,Collectable,A+,Low,0.69,259,ratio_chain,https://gpovalues.com/item/blessed-cupid-queens-scarf,https://gpovalues.com/images/Blessed%20Cupid%20Queen%27s%20Scarf.webp?v=f6f5682f,2026-09-23T05:32:57.398539+00:00,154264,blessed cupid queen's scarf
soul-cleaver,Soul Cleaver,NAPO,38574.53,34717.07,42431.99,high,Mythical,A+,Low,0.84,3353,ratio_chain,https://gpovalues.com/item/soul-cleaver,https://gpovalues.com/images/Soul%20Cleaver.webp?v=ad8b4592,2026-09-23T05:32:57.398539+00:00,154264,soul cleaver
dragon,Dragon,DRAGON,39348.51,35413.66,43283.36,high,Mythical,A+,Stable,0.92,10002,ratio_chain,https://gpovalues.com/item/dragon,https://gpovalues.com/images/Dragon.webp?v=7a530f80,2026-09-23T05:32:57.398539+00:00,154264,dragon
blessed-cupids-bow,Blessed Cupid's Bow,BBOW,28833.71,24508.65,33158.76,medium,Collectable,A,Low,0.55,347,ratio_chain,https://gpovalues.com/item/blessed-cupids-bow,https://gpovalues.com/images/Blessed%20Cupid%27s%20Bow.webp?v=c4338cee,2026-09-23T05:32:57.398539+00:00,154264,blessed cupid's bow
devil-fruit-rod,Devil Fruit Rod,DFR,32348.27,29113.44,35583.1,high,Mythical,A,Stable,0.92,10718,ratio_chain,https://gpovalues.com/item/devil-fruit-rod,https://gpovalues.com/images/Devil%20Fruit%20Rod.webp?v=4d9b3bfc,2026-09-23T05:32:57.398539+00:00,154264,devil fruit rod
inverted-spear-of-heaven,Inverted Spear Of Heaven,ISOH,29250.38,24862.82,33637.93,medium,Legendary,A+,Low,0.61,798,ratio_chain,https://gpovalues.com/item/inverted-spear-of-heaven,https://gpovalues.com/images/Inverted%20Spear%20Of%20Heaven.webp?v=cb85bf4a,2026-09-23T05:32:57.398539+00:00,154264,inverted spear of heaven
hollows-world-ender,Hollow's World Ender,HWE,26961.32,24265.19,29657.46,high,Collectable,A,Low,0.45,5984,ratio_chain,https://gpovalues.com/item/hollows-world-ender,https://gpovalues.com/images/Hollow%27s%20World%20Ender.webp?v=e9b538e4,2026-09-23T05:32:57.398539+00:00,154264,hollow's world ender
toji-event-item,Toji (event item),TOJI,31930.26,28737.24,35123.29,high,Legendary,,Low,0.57,3078,ratio_chain,https://gpovalues.com/item/toji-event-item,https://gpovalues.com/images/Inverted%20Spear%20Of%20Heaven.webp?v=cb85bf4a,2026-09-23T05:32:57.398539+00:00,154264,toji (event item)
