slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,image_url,generated_at,n_trades_used,join_key
prestige-cupids-chakram,Prestige Cupid's Chakram,PCHAK,3835248.69,3259961.38,4410535.98,medium,Collectable,NEW,Stable,1.13,221,ratio_chain,https://gpovalues.com/item/prestige-cupids-chakram,https://gpovalues.com/images/Prestige%20Cupid%27s%20Chakram.webp?v=3cc08c66,2026-09-24T05:32:56.262089+00:00,150246,prestige cupid's chakram
prestige-candy-cane,Prestige Candy Cane,PCC,3000000.0,2700000.0,3300000.0,medium,Collectable,SS,Stable,1.21,828,community_anchor,https://gpovalues.com/item/prestige-candy-cane,https://gpovalues.com/images/Prestige%20Candy%20Cane.webp?v=fbc35b7c,2026-09-24T05:32:56.262089+00:00,150246,prestige candy cane
prestige-maid-outfit,Prestige Maid Outfit,PMO,1990479.63,1691907.68,2289051.57,medium,,,Low,0.57,291,ratio_chain,https://gpovalues.com/item/prestige-maid-outfit,,2026-09-24T05:32:56.262089+00:00,150246,prestige maid outfit
prestige-world-ender,Prestige World Ender,PWE,1266943.06,1076901.61,1456984.51,medium,Collectable,SS,Stable,1.39,918,ratio_chain,https://gpovalues.com/item/prestige-world-ender,https://gpovalues.com/images/Prestige%20World%20Ender.webp?v=2db200e6,2026-09-24T05:32:56.262089+00:00,150246,prestige world ender
prestige-firework-lancer,Prestige Firework Lancer,PFL,938214.56,797482.38,1078946.75,medium,Collectable,SS,Low,0.57,981,ratio_chain,https://gpovalues.com/item/prestige-firework-lancer,https://gpovalues.com/images/Prestige%20Firework%20Lancer.webp?v=5395483d,2026-09-24T05:32:56.262089+00:00,150246,prestige firework lancer
prestige-inferno-rocket-blade,Prestige Inferno Rocket Blade,PIRB,778119.66,661401.71,894837.62,medium,Collectable,SS,Low,0.77,978,ratio_chain,https://gpovalues.com/item/prestige-inferno-rocket-blade,https://gpovalues.com/images/Prestige%20Inferno%20Rocket%20Blade.webp?v=533d1d27,2026-09-24T05:32:56.262089+00:00,150246,prestige inferno rocket blade
iceborn-candy-cane,Iceborn Candy Cane,ICC,639227.34,575304.62,703150.08,high,Collectable,S,High,1.83,2670,ratio_chain,https://gpovalues.com/item/iceborn-candy-cane,https://gpovalues.com/images/Iceborn%20Candy%20Cane.webp?v=9f40df54,2026-09-24T05:32:56.262089+00:00,150246,iceborn candy cane
dominus-empyreus,Dominus Empyreus,DE,534712.14,427769.71,641654.56,low,Mythical,VERY_UNSTABLE,Low,0.09,71,ratio_chain,https://gpovalues.com/item/dominus-empyreus,https://gpovalues.com/images/Dominus%20Empyreus.webp?v=5a90ebf8,2026-09-24T05:32:56.262089+00:00,150246,dominus empyreus
prestige-fruitbag,Prestige Fruitbag,PBAG,421585.18,379426.66,463743.7,high,Legendary,S,Stable,0.96,2866,ratio_chain,https://gpovalues.com/item/prestige-fruitbag,https://gpovalues.com/images/Prestige%20Fruitbag.webp?v=cbb00f02,2026-09-24T05:32:56.262089+00:00,150246,prestige fruitbag
anomalized-mega-pow,Anomalized Mega-Pow,AMP,447022.62,379969.23,514076.01,medium,Collectable,S,Stable,1.03,347,ratio_chain,https://gpovalues.com/item/anomalized-mega-pow,https://gpovalues.com/images/Anomalized%20Mega-Pow.webp?v=88233787,2026-09-24T05:32:56.262089+00:00,150246,anomalized mega-pow
