slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,image_url,generated_at,n_trades_used,join_key
prestige-cupids-chakram,Prestige Cupid's Chakram,PCHAK,3707587.1,3151449.03,4263725.15,medium,Collectable,NEW,Stable,1.15,245,ratio_chain,https://gpovalues.com/item/prestige-cupids-chakram,https://gpovalues.com/images/Prestige%20Cupid%27s%20Chakram.webp?v=3cc08c66,2026-09-12T05:27:02.049582+00:00,177010,prestige cupid's chakram
prestige-candy-cane,Prestige Candy Cane,PCC,3000000.0,2700000.0,3300000.0,medium,Collectable,SS,Low,0.89,921,community_anchor,https://gpovalues.com/item/prestige-candy-cane,https://gpovalues.com/images/Prestige%20Candy%20Cane.webp?v=fbc35b7c,2026-09-12T05:27:02.049582+00:00,177010,prestige candy cane
prestige-maid-outfit,Prestige Maid Outfit,PMO,2433075.63,1703152.96,3162998.33,medium,,,Low,0.84,311,1to1_alignment,https://gpovalues.com/item/prestige-maid-outfit,,2026-09-12T05:27:02.049582+00:00,177010,prestige maid outfit
prestige-world-ender,Prestige World Ender,PWE,2019325.36,1413527.76,2625122.97,medium,Collectable,SS,High,1.87,876,1to1_alignment,https://gpovalues.com/item/prestige-world-ender,https://gpovalues.com/images/Prestige%20World%20Ender.webp?v=2db200e6,2026-09-12T05:27:02.049582+00:00,177010,prestige world ender
prestige-firework-lancer,Prestige Firework Lancer,PFL,957629.86,813985.38,1101274.34,medium,Collectable,SS,Low,0.58,908,ratio_chain,https://gpovalues.com/item/prestige-firework-lancer,https://gpovalues.com/images/Prestige%20Firework%20Lancer.webp?v=5395483d,2026-09-12T05:27:02.049582+00:00,177010,prestige firework lancer
prestige-inferno-rocket-blade,Prestige Inferno Rocket Blade,PIRB,844809.52,718088.09,971530.95,medium,Collectable,SS,Low,0.71,887,ratio_chain,https://gpovalues.com/item/prestige-inferno-rocket-blade,https://gpovalues.com/images/Prestige%20Inferno%20Rocket%20Blade.webp?v=533d1d27,2026-09-12T05:27:02.049582+00:00,177010,prestige inferno rocket blade
emerald-valkyrie,Emerald Valkyrie,EV,609794.28,487835.42,731753.13,low,Legendary,VERY_UNSTABLE,Stable,1.14,62,ratio_chain,https://gpovalues.com/item/emerald-valkyrie,,2026-09-12T05:27:02.049582+00:00,177010,emerald valkyrie
iceborn-candy-cane,Iceborn Candy Cane,ICC,634486.32,571037.68,697934.94,high,Collectable,S,High,1.78,2615,ratio_chain,https://gpovalues.com/item/iceborn-candy-cane,https://gpovalues.com/images/Iceborn%20Candy%20Cane.webp?v=9f40df54,2026-09-12T05:27:02.049582+00:00,177010,iceborn candy cane
anomalized-mega-pow,Anomalized Mega-Pow,AMP,431519.91,366791.93,496247.89,medium,Collectable,S,Low,0.5,452,ratio_chain,https://gpovalues.com/item/anomalized-mega-pow,https://gpovalues.com/images/Anomalized%20Mega-Pow.webp?v=88233787,2026-09-12T05:27:02.049582+00:00,177010,anomalized mega-pow
prestige-fruitbag,Prestige Fruitbag,PBAG,426728.16,384055.34,469400.97,high,Legendary,S,Stable,1.09,3328,ratio_chain,https://gpovalues.com/item/prestige-fruitbag,https://gpovalues.com/images/Prestige%20Fruitbag.webp?v=cbb00f02,2026-09-12T05:27:02.049582+00:00,177010,prestige fruitbag
chromatic-all-seeing-eye,Chromatic All Seeing Eye,CASE,375171.99,337654.79,412689.19,high,Mythical,S,Stable,0.96,1996,ratio_chain,https://gpovalues.com/item/chromatic-all-seeing-eye,https://gpovalues.com/images/Chromatic%20All%20Seeing%20Eye.webp?v=d4679684,2026-09-12T05:27:02.049582+00:00,177010,chromatic all seeing eye
