slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,image_url,generated_at,n_trades_used,join_key
prestige-candy-cane,Prestige Candy Cane,PCC,3000000.0,2700000.0,3300000.0,medium,Collectable,SS,Stable,0.95,904,community_anchor,https://gpovalues.com/item/prestige-candy-cane,https://gpovalues.com/images/Prestige%20Candy%20Cane.webp?v=fbc35b7c,2026-09-13T20:25:32.329362+00:00,191771,prestige candy cane
prestige-world-ender,Prestige World Ender,PWE,2023627.96,1416539.57,2630716.35,medium,Collectable,SS,High,1.53,950,1to1_alignment,https://gpovalues.com/item/prestige-world-ender,https://gpovalues.com/images/Prestige%20World%20Ender.webp?v=2db200e6,2026-09-13T20:25:32.329362+00:00,191771,prestige world ender
prestige-cupids-chakram,Prestige Cupid's Chakram,PCHAK,1345393.06,1143584.1,1547202.03,medium,Collectable,NEW,Stable,1.33,240,ratio_chain,https://gpovalues.com/item/prestige-cupids-chakram,https://gpovalues.com/images/Prestige%20Cupid%27s%20Chakram.webp?v=3cc08c66,2026-09-13T20:25:32.329362+00:00,191771,prestige cupid's chakram
prestige-firework-lancer,Prestige Firework Lancer,PFL,985654.62,837806.43,1133502.81,medium,Collectable,SS,Low,0.58,980,ratio_chain,https://gpovalues.com/item/prestige-firework-lancer,https://gpovalues.com/images/Prestige%20Firework%20Lancer.webp?v=5395483d,2026-09-13T20:25:32.329362+00:00,191771,prestige firework lancer
prestige-inferno-rocket-blade,Prestige Inferno Rocket Blade,PIRB,885753.27,752890.28,1018616.27,medium,Collectable,SS,Low,0.79,870,ratio_chain,https://gpovalues.com/item/prestige-inferno-rocket-blade,https://gpovalues.com/images/Prestige%20Inferno%20Rocket%20Blade.webp?v=533d1d27,2026-09-13T20:25:32.329362+00:00,191771,prestige inferno rocket blade
prestige-maid-outfit,Prestige Maid Outfit,PMO,2139633.09,1497743.16,2781523.01,medium,,,Low,0.81,288,1to1_alignment,https://gpovalues.com/item/prestige-maid-outfit,,2026-09-13T20:25:32.329362+00:00,191771,prestige maid outfit
emerald-valkyrie,Emerald Valkyrie,EV,681802.75,545442.2,818163.3,low,Legendary,VERY_UNSTABLE,Stable,1.03,79,ratio_chain,https://gpovalues.com/item/emerald-valkyrie,,2026-09-13T20:25:32.329362+00:00,191771,emerald valkyrie
iceborn-candy-cane,Iceborn Candy Cane,ICC,625615.02,563053.52,688176.52,high,Collectable,S,High,1.66,2736,ratio_chain,https://gpovalues.com/item/iceborn-candy-cane,https://gpovalues.com/images/Iceborn%20Candy%20Cane.webp?v=9f40df54,2026-09-13T20:25:32.329362+00:00,191771,iceborn candy cane
anomalized-mega-pow,Anomalized Mega-Pow,AMP,420950.94,357808.29,484093.58,medium,Collectable,S,Low,0.44,343,ratio_chain,https://gpovalues.com/item/anomalized-mega-pow,https://gpovalues.com/images/Anomalized%20Mega-Pow.webp?v=88233787,2026-09-13T20:25:32.329362+00:00,191771,anomalized mega-pow
prestige-fruitbag,Prestige Fruitbag,PBAG,420477.15,378429.43,462524.86,high,Legendary,S,Stable,1.01,3390,ratio_chain,https://gpovalues.com/item/prestige-fruitbag,https://gpovalues.com/images/Prestige%20Fruitbag.webp?v=cbb00f02,2026-09-13T20:25:32.329362+00:00,191771,prestige fruitbag
