slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,image_url,generated_at,n_trades_used,join_key
prestige-cupids-chakram,Prestige Cupid's Chakram,PCHAK,3846138.56,3269217.77,4423059.33,medium,Collectable,NEW,Stable,1.12,275,ratio_chain,https://gpovalues.com/item/prestige-cupids-chakram,https://gpovalues.com/images/Prestige%20Cupid%27s%20Chakram.webp?v=3cc08c66,2026-09-09T05:28:52.382860+00:00,182017,prestige cupid's chakram
prestige-candy-cane,Prestige Candy Cane,PCC,3000000.0,2700000.0,3300000.0,high,Collectable,SS,Stable,1.15,1143,community_anchor,https://gpovalues.com/item/prestige-candy-cane,https://gpovalues.com/images/Prestige%20Candy%20Cane.webp?v=fbc35b7c,2026-09-09T05:28:52.382860+00:00,182017,prestige candy cane
prestige-maid-outfit,Prestige Maid Outfit,PMO,1893204.63,1609223.95,2177185.34,medium,,,Low,0.7,482,ratio_chain,https://gpovalues.com/item/prestige-maid-outfit,,2026-09-09T05:28:52.382860+00:00,182017,prestige maid outfit
prestige-world-ender,Prestige World Ender,PWE,1398035.82,1188330.45,1607741.2,medium,Collectable,SS,High,1.53,971,ratio_chain,https://gpovalues.com/item/prestige-world-ender,https://gpovalues.com/images/Prestige%20World%20Ender.webp?v=2db200e6,2026-09-09T05:28:52.382860+00:00,182017,prestige world ender
prestige-firework-lancer,Prestige Firework Lancer,PFL,974220.09,876798.09,1071642.1,high,Collectable,SS,Low,0.53,1050,ratio_chain,https://gpovalues.com/item/prestige-firework-lancer,https://gpovalues.com/images/Prestige%20Firework%20Lancer.webp?v=5395483d,2026-09-09T05:28:52.382860+00:00,182017,prestige firework lancer
prestige-inferno-rocket-blade,Prestige Inferno Rocket Blade,PIRB,839640.47,713694.41,965586.56,medium,Collectable,SS,Low,0.81,869,ratio_chain,https://gpovalues.com/item/prestige-inferno-rocket-blade,https://gpovalues.com/images/Prestige%20Inferno%20Rocket%20Blade.webp?v=533d1d27,2026-09-09T05:28:52.382860+00:00,182017,prestige inferno rocket blade
emerald-valkyrie,Emerald Valkyrie,EV,687538.08,550030.47,825045.7,low,Legendary,VERY_UNSTABLE,Stable,1.19,59,ratio_chain,https://gpovalues.com/item/emerald-valkyrie,,2026-09-09T05:28:52.382860+00:00,182017,emerald valkyrie
dominus-empyreus,Dominus Empyreus,DE,643993.76,515195.01,772792.52,low,Mythical,VERY_UNSTABLE,Low,0.22,89,ratio_chain,https://gpovalues.com/item/dominus-empyreus,https://gpovalues.com/images/Dominus%20Empyreus.webp?v=5a90ebf8,2026-09-09T05:28:52.382860+00:00,182017,dominus empyreus
iceborn-candy-cane,Iceborn Candy Cane,ICC,613684.43,552315.99,675052.87,high,Collectable,S,High,1.6,2890,ratio_chain,https://gpovalues.com/item/iceborn-candy-cane,https://gpovalues.com/images/Iceborn%20Candy%20Cane.webp?v=9f40df54,2026-09-09T05:28:52.382860+00:00,182017,iceborn candy cane
anomalized-mega-pow,Anomalized Mega-Pow,AMP,450125.99,382607.09,517644.89,medium,Collectable,S,Low,0.76,448,ratio_chain,https://gpovalues.com/item/anomalized-mega-pow,https://gpovalues.com/images/Anomalized%20Mega-Pow.webp?v=88233787,2026-09-09T05:28:52.382860+00:00,182017,anomalized mega-pow
prestige-fruitbag,Prestige Fruitbag,PBAG,423936.4,381542.76,466330.04,high,Legendary,S,Stable,1.06,3492,ratio_chain,https://gpovalues.com/item/prestige-fruitbag,https://gpovalues.com/images/Prestige%20Fruitbag.webp?v=cbb00f02,2026-09-09T05:28:52.382860+00:00,182017,prestige fruitbag
chromatic-all-seeing-eye,Chromatic All Seeing Eye,CASE,377503.99,339753.59,415254.39,high,Mythical,S,Stable,1.05,2063,ratio_chain,https://gpovalues.com/item/chromatic-all-seeing-eye,https://gpovalues.com/images/Chromatic%20All%20Seeing%20Eye.webp?v=d4679684,2026-09-09T05:28:52.382860+00:00,182017,chromatic all seeing eye
prestige-firework-daggers,Prestige Firework Daggers,PFD,328079.15,278867.28,377291.02,medium,Collectable,S,Low,0.61,757,ratio_chain,https://gpovalues.com/item/prestige-firework-daggers,https://gpovalues.com/images/Prestige%20Firework%20Daggers.webp?v=9f55382b,2026-09-09T05:28:52.382860+00:00,182017,prestige firework daggers
candy-cane,Candy Cane,CC,329935.54,296941.99,362929.1,high,Legendary,S,Stable,1.25,5470,ratio_chain,https://gpovalues.com/item/candy-cane,https://gpovalues.com/images/Candy%20Cane.webp?v=b7793557,2026-09-09T05:28:52.382860+00:00,182017,candy cane
leos-inferno-hagoromo,Leo's Inferno Hagoromo,LIH,265862.92,239276.64,292449.22,high,Collectable,S,High,2.15,9380,ratio_chain,https://gpovalues.com/item/leos-inferno-hagoromo,https://gpovalues.com/images/Leo%27s%20Inferno%20Hagoromo.webp?v=1954af42,2026-09-09T05:28:52.382860+00:00,182017,leo's inferno hagoromo
