slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,image_url,generated_at,n_trades_used,join_key
prestige-cupids-chakram,Prestige Cupid's Chakram,PCHAK,5102981.3,4337534.11,5868428.5,medium,Collectable,NEW,Stable,1.07,397,ratio_chain,https://gpovalues.com/item/prestige-cupids-chakram,https://gpovalues.com/images/Prestige%20Cupid%27s%20Chakram.webp,2026-08-25T22:15:45.754362+00:00,39577,prestige cupid's chakram
prestige-candy-cane,Prestige Candy Cane,PCC,3000000.0,2700000.0,3300000.0,medium,Collectable,SS,Low,0.69,830,community_anchor,https://gpovalues.com/item/prestige-candy-cane,https://gpovalues.com/images/Prestige%20Candy%20Cane.webp,2026-08-25T22:15:45.754362+00:00,39577,prestige candy cane
prestige-world-ender,Prestige World Ender,PWE,1764779.42,1500062.5,2029496.32,medium,Collectable,SS,Stable,1.28,709,ratio_chain,https://gpovalues.com/item/prestige-world-ender,https://gpovalues.com/images/Prestige%20World%20Ender.webp,2026-08-25T22:15:45.754362+00:00,39577,prestige world ender
prestige-firework-lancer,Prestige Firework Lancer,PFL,1435511.54,1220184.8,1650838.27,medium,Collectable,SS,Low,0.8,875,ratio_chain,https://gpovalues.com/item/prestige-firework-lancer,https://gpovalues.com/images/Prestige%20Firework%20Lancer.webp,2026-08-25T22:15:45.754362+00:00,39577,prestige firework lancer
prestige-inferno-rocket-blade,Prestige Inferno Rocket Blade,PIRB,1357331.86,1153732.07,1560931.63,medium,Collectable,SS,Stable,0.98,672,ratio_chain,https://gpovalues.com/item/prestige-inferno-rocket-blade,https://gpovalues.com/images/Prestige%20Inferno%20Rocket%20Blade.webp,2026-08-25T22:15:45.754362+00:00,39577,prestige inferno rocket blade
iceborn-candy-cane,Iceborn Candy Cane,ICC,767517.67,690765.9,844269.44,high,Collectable,S,Stable,1.07,1736,ratio_chain,https://gpovalues.com/item/iceborn-candy-cane,https://gpovalues.com/images/Iceborn%20Candy%20Cane.webp,2026-08-25T22:15:45.754362+00:00,39577,iceborn candy cane
prestige-fruitbag,Prestige Fruitbag,PBAG,518827.95,466945.15,570710.74,high,Legendary,S,Stable,1.06,1657,ratio_chain,https://gpovalues.com/item/prestige-fruitbag,https://gpovalues.com/images/Prestige%20Fruitbag.webp,2026-08-25T22:15:45.754362+00:00,39577,prestige fruitbag
chromatic-all-seeing-eye,Chromatic All Seeing Eye,CASE,473083.72,402121.16,544046.28,medium,Mythical,S,Stable,1.15,898,ratio_chain,https://gpovalues.com/item/chromatic-all-seeing-eye,https://gpovalues.com/images/Chromatic%20All%20Seeing%20Eye.webp,2026-08-25T22:15:45.754362+00:00,39577,chromatic all seeing eye
prestige-firework-daggers,Prestige Firework Daggers,PFD,438153.61,372430.57,503876.65,medium,Collectable,S,Low,0.71,353,ratio_chain,https://gpovalues.com/item/prestige-firework-daggers,https://gpovalues.com/images/Prestige%20Firework%20Daggers.webp,2026-08-25T22:15:45.754362+00:00,39577,prestige firework daggers
candy-cane,Candy Cane,CC,377438.34,339694.51,415182.18,high,Legendary,S,Stable,1.22,1713,ratio_chain,https://gpovalues.com/item/candy-cane,https://gpovalues.com/images/Candy%20Cane.webp,2026-08-25T22:15:45.754362+00:00,39577,candy cane
dominus-ultimus,Dominus Ultimus,DU,312387.66,249910.12,374865.19,low,Collectable,S,Low,0.37,144,ratio_chain,https://gpovalues.com/item/dominus-ultimus,https://gpovalues.com/images/Dominus%20Ultimus.webp,2026-08-25T22:15:45.754362+00:00,39577,dominus ultimus
all-seeing-shamrock,All Seeing Shamrock,SASE,262556.86,236301.18,288812.56,high,Mythical,S,High,1.94,1353,ratio_chain,https://gpovalues.com/item/all-seeing-shamrock,https://gpovalues.com/images/All%20Seeing%20Shamrock.webp,2026-08-25T22:15:45.754362+00:00,39577,all seeing shamrock
jesters-outfit,Jester's Outfit,JFIT,220184.73,198166.25,242203.21,high,Collectable,S,Low,0.62,1192,ratio_chain,https://gpovalues.com/item/jesters-outfit,https://gpovalues.com/images/Jester%27s%20Outfit.webp,2026-08-25T22:15:45.754362+00:00,39577,jester's outfit
nightfall-half-shroud,Nightfall Half Shroud,NFHS,206780.82,165424.66,248136.99,low,Collectable,A-,Low,0.65,183,ratio_chain,https://gpovalues.com/item/nightfall-half-shroud,https://gpovalues.com/images/Nightfall%20Half%20Shroud.webp,2026-08-25T22:15:45.754362+00:00,39577,nightfall half shroud
gift-of-fruit,Gift of Fruit,GOF,212079.28,169663.42,254495.13,low,Rare,VERY_UNSTABLE,Low,0.24,99,ratio_chain,https://gpovalues.com/item/gift-of-fruit,https://gpovalues.com/images/Gift%20of%20Fruit.webp,2026-08-25T22:15:45.754362+00:00,39577,gift of fruit
