slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,image_url,generated_at,n_trades_used,join_key
sakamoto-glasses,Sakamoto Glasses,SG,4820931.63,3374652.14,6267211.12,low,,SS,High,11.0,36,ratio_chain,https://gpovalues.com/item/sakamoto-glasses,,2026-09-05T04:31:15.800703+00:00,178053,sakamoto glasses
prestige-cupids-chakram,Prestige Cupid's Chakram,PCHAK,4060604.43,3451513.76,4669695.08,medium,Collectable,NEW,Stable,1.02,639,ratio_chain,https://gpovalues.com/item/prestige-cupids-chakram,https://gpovalues.com/images/Prestige%20Cupid%27s%20Chakram.webp?v=3cc08c66,2026-09-05T04:31:15.800703+00:00,178053,prestige cupid's chakram
prestige-candy-cane,Prestige Candy Cane,PCC,3000000.0,2700000.0,3300000.0,high,Collectable,SS,Low,0.9,1328,community_anchor,https://gpovalues.com/item/prestige-candy-cane,https://gpovalues.com/images/Prestige%20Candy%20Cane.webp?v=fbc35b7c,2026-09-05T04:31:15.800703+00:00,178053,prestige candy cane
prestige-maid-outfit,Prestige Maid Outfit,PMO,1908354.93,1622101.7,2194608.18,medium,,,High,2.03,361,ratio_chain,https://gpovalues.com/item/prestige-maid-outfit,,2026-09-05T04:31:15.800703+00:00,178053,prestige maid outfit
prestige-world-ender,Prestige World Ender,PWE,1364783.33,1228304.99,1501261.66,high,Collectable,SS,Stable,1.44,1017,ratio_chain,https://gpovalues.com/item/prestige-world-ender,https://gpovalues.com/images/Prestige%20World%20Ender.webp?v=2db200e6,2026-09-05T04:31:15.800703+00:00,178053,prestige world ender
prestige-firework-lancer,Prestige Firework Lancer,PFL,990904.02,891813.62,1089994.43,high,Collectable,SS,Low,0.53,1264,ratio_chain,https://gpovalues.com/item/prestige-firework-lancer,https://gpovalues.com/images/Prestige%20Firework%20Lancer.webp?v=5395483d,2026-09-05T04:31:15.800703+00:00,178053,prestige firework lancer
prestige-inferno-rocket-blade,Prestige Inferno Rocket Blade,PIRB,867590.87,737452.24,997729.49,medium,Collectable,SS,Low,0.72,998,ratio_chain,https://gpovalues.com/item/prestige-inferno-rocket-blade,https://gpovalues.com/images/Prestige%20Inferno%20Rocket%20Blade.webp?v=533d1d27,2026-09-05T04:31:15.800703+00:00,178053,prestige inferno rocket blade
iceborn-candy-cane,Iceborn Candy Cane,ICC,595347.95,535813.16,654882.77,high,Collectable,S,Stable,1.39,2610,ratio_chain,https://gpovalues.com/item/iceborn-candy-cane,https://gpovalues.com/images/Iceborn%20Candy%20Cane.webp?v=9f40df54,2026-09-05T04:31:15.800703+00:00,178053,iceborn candy cane
anomalized-mega-pow,Anomalized Mega-Pow,AMP,431716.18,366958.74,496473.6,medium,Collectable,S,Low,0.37,319,ratio_chain,https://gpovalues.com/item/anomalized-mega-pow,https://gpovalues.com/images/Anomalized%20Mega-Pow.webp?v=88233787,2026-09-05T04:31:15.800703+00:00,178053,anomalized mega-pow
prestige-fruitbag,Prestige Fruitbag,PBAG,421663.98,379497.58,463830.37,high,Legendary,S,Stable,1.0,3088,ratio_chain,https://gpovalues.com/item/prestige-fruitbag,https://gpovalues.com/images/Prestige%20Fruitbag.webp?v=cbb00f02,2026-09-05T04:31:15.800703+00:00,178053,prestige fruitbag
chromatic-all-seeing-eye,Chromatic All Seeing Eye,CASE,368677.17,331809.45,405544.89,high,Mythical,S,Stable,1.04,1767,ratio_chain,https://gpovalues.com/item/chromatic-all-seeing-eye,https://gpovalues.com/images/Chromatic%20All%20Seeing%20Eye.webp?v=d4679684,2026-09-05T04:31:15.800703+00:00,178053,chromatic all seeing eye
prestige-firework-daggers,Prestige Firework Daggers,PFD,310564.23,263979.59,357148.87,medium,Collectable,S,Low,0.63,859,ratio_chain,https://gpovalues.com/item/prestige-firework-daggers,https://gpovalues.com/images/Prestige%20Firework%20Daggers.webp?v=9f55382b,2026-09-05T04:31:15.800703+00:00,178053,prestige firework daggers
candy-cane,Candy Cane,CC,307339.28,276605.35,338073.21,high,Legendary,S,Stable,1.05,4994,ratio_chain,https://gpovalues.com/item/candy-cane,https://gpovalues.com/images/Candy%20Cane.webp?v=b7793557,2026-09-05T04:31:15.800703+00:00,178053,candy cane
dominus-ultimus,Dominus Ultimus,DU,208196.87,176967.35,239426.41,medium,Collectable,S,Low,0.24,677,ratio_chain,https://gpovalues.com/item/dominus-ultimus,https://gpovalues.com/images/Dominus%20Ultimus.webp?v=5a306dc7,2026-09-05T04:31:15.800703+00:00,178053,dominus ultimus
all-seeing-shamrock,All Seeing Shamrock,SASE,227995.42,205195.88,250794.96,high,Mythical,S,Stable,1.18,3706,ratio_chain,https://gpovalues.com/item/all-seeing-shamrock,https://gpovalues.com/images/All%20Seeing%20Shamrock.webp?v=853fb850,2026-09-05T04:31:15.800703+00:00,178053,all seeing shamrock
prestige-firework-rocket-launcher,Prestige Firework Rocket Launcher,PFRL,190635.68,162040.34,219231.04,medium,Collectable,S,Low,0.28,792,ratio_chain,https://gpovalues.com/item/prestige-firework-rocket-launcher,https://gpovalues.com/images/Prestige%20Firework%20Rocket%20Launcher.webp?v=738440af,2026-09-05T04:31:15.800703+00:00,178053,prestige firework rocket launcher
leos-inferno-hagoromo,Leo's Inferno Hagoromo,LIH,190329.52,171296.57,209362.47,high,Collectable,S,High,3.36,10505,ratio_chain,https://gpovalues.com/item/leos-inferno-hagoromo,https://gpovalues.com/images/Leo%27s%20Inferno%20Hagoromo.webp?v=1954af42,2026-09-05T04:31:15.800703+00:00,178053,leo's inferno hagoromo
jesters-outfit,Jester's Outfit,JFIT,166755.32,150079.8,183430.86,high,Collectable,S,Low,0.5,3863,ratio_chain,https://gpovalues.com/item/jesters-outfit,https://gpovalues.com/images/Jester%27s%20Outfit.webp?v=695fdaec,2026-09-05T04:31:15.800703+00:00,178053,jester's outfit
blackvalk,Blackvalk,BLV,141302.08,120106.77,162497.39,medium,Legendary,VERY_UNSTABLE,Low,0.69,528,ratio_chain,https://gpovalues.com/item/blackvalk,https://gpovalues.com/images/Blackvalk.webp?v=0e99c020,2026-09-05T04:31:15.800703+00:00,178053,blackvalk
titan-shifters-aura,Titan Shifter's Aura,TSA,122738.73,110464.86,135012.6,high,,,Low,0.65,5744,ratio_chain,https://gpovalues.com/item/titan-shifters-aura,https://gpovalues.com/images/Titan%20Shifter%27s%20Aura.webp?v=babf3c3b,2026-09-05T04:31:15.800703+00:00,178053,titan shifter's aura
blessed-exalted-cupid-queens-wings,Blessed Exalted Cupid Queen's Wings,BWINGS,111151.94,100036.74,122267.14,high,Collectable,S,Low,0.49,1228,ratio_chain,https://gpovalues.com/item/blessed-exalted-cupid-queens-wings,https://gpovalues.com/images/Blessed%20Exalted%20Cupid%20Queen%27s%20Wings.webp?v=2d7d4b54,2026-09-05T04:31:15.800703+00:00,178053,blessed exalted cupid queen's wings
all-seeing-egg,All Seeing Egg,BLOASE,108817.23,97935.52,119698.96,high,Mythical,S,Low,0.52,3691,ratio_chain,https://gpovalues.com/item/all-seeing-egg,https://gpovalues.com/images/All%20Seeing%20Egg.webp?v=945da3ed,2026-09-05T04:31:15.800703+00:00,178053,all seeing egg
all-seeing-blossom,All Seeing Blossom,BLASE,108889.41,98000.47,119778.35,high,,NEW,High,2.36,10304,ratio_chain,https://gpovalues.com/item/all-seeing-blossom,https://gpovalues.com/images/All%20Seeing%20Blossom.webp?v=e8056638,2026-09-05T04:31:15.800703+00:00,178053,all seeing blossom
all-seeing-baal,All Seeing Ba'al,BASE,82750.65,74475.6,91025.72,high,Mythical,S,Low,0.46,6511,ratio_chain,https://gpovalues.com/item/all-seeing-baal,https://gpovalues.com/images/All%20Seeing%20Ba%27al.webp?v=23cb797f,2026-09-05T04:31:15.800703+00:00,178053,all seeing ba'al
all-seeing-holly,All Seeing Holly,HASE,73664.26,66297.84,81030.68,high,Mythical,S,Low,0.39,7693,ratio_chain,https://gpovalues.com/item/all-seeing-holly,https://gpovalues.com/images/All%20Seeing%20Holly.webp?v=7c34b07d,2026-09-05T04:31:15.800703+00:00,178053,all seeing holly
cupids-all-seeing-eye,Cupid's All Seeing Eye,CQASE,76334.87,68701.38,83968.35,high,Mythical,S,Low,0.59,6823,ratio_chain,https://gpovalues.com/item/cupids-all-seeing-eye,https://gpovalues.com/images/Cupid%27s%20All%20Seeing%20Eye.webp?v=fb3c6e1c,2026-09-05T04:31:15.800703+00:00,178053,cupid's all seeing eye
ice-valkyrie,Ice Valkyrie,IV,59482.16,50559.84,68404.48,medium,Legendary,VERY_UNSTABLE,Low,0.27,231,ratio_chain,https://gpovalues.com/item/ice-valkyrie,https://gpovalues.com/images/Ice%20Valkyrie.webp?v=f1c89ec2,2026-09-05T04:31:15.800703+00:00,178053,ice valkyrie
yukio-the-bunny,Yukio The Bunny,YB,70278.4,63250.58,77306.25,high,Legendary,S,Low,0.51,2429,ratio_chain,https://gpovalues.com/item/yukio-the-bunny,https://gpovalues.com/images/Yukio%20The%20Bunny.webp?v=c50a3644,2026-09-05T04:31:15.800703+00:00,178053,yukio the bunny
soul-kings-scarf,Soul King's Scarf,SKS,74200.67,66780.6,81620.74,high,Collectable,A+,Low,0.8,3636,ratio_chain,https://gpovalues.com/item/soul-kings-scarf,https://gpovalues.com/images/Soul%20King%27s%20Scarf.webp?v=2b4417b2,2026-09-05T04:31:15.800703+00:00,178053,soul king's scarf
all-seeing-eye,All Seeing Eye,ASE,70301.99,63271.8,77332.2,high,Mythical,A+,High,3.49,18600,ratio_chain,https://gpovalues.com/item/all-seeing-eye,https://gpovalues.com/images/All%20Seeing%20Eye.webp?v=a2c488c2,2026-09-05T04:31:15.800703+00:00,178053,all seeing eye
bunyo-the-bunny,Bunyo The Bunny,BB,47793.38,43014.03,52572.71,high,Legendary,A+,Low,0.59,3047,ratio_chain,https://gpovalues.com/item/bunyo-the-bunny,https://gpovalues.com/images/Bunyo%20The%20Bunny.webp?v=94e181be,2026-09-05T04:31:15.800703+00:00,178053,bunyo the bunny
flower-bouquet,Flower Bouquet,FB,44530.01,40077.01,48983.01,high,Legendary,A+,Low,0.66,2767,ratio_chain,https://gpovalues.com/item/flower-bouquet,https://gpovalues.com/images/Flower%20Bouquet.webp?v=72561b7b,2026-09-05T04:31:15.800703+00:00,178053,flower bouquet
world-ender,World Ender,WE,45682.07,41113.87,50250.28,high,Legendary,A+,Stable,0.95,5342,ratio_chain,https://gpovalues.com/item/world-ender,https://gpovalues.com/images/World%20Ender.webp?v=5e239cea,2026-09-05T04:31:15.800703+00:00,178053,world ender
troll-face,Troll Face,TF,45889.1,39005.73,52772.47,medium,Epic,VERY_UNSTABLE,Low,0.54,612,ratio_chain,https://gpovalues.com/item/troll-face,https://gpovalues.com/images/Troll%20Face.webp?v=adffb916,2026-09-05T04:31:15.800703+00:00,178053,troll face
leopard,Leopard,LEO,42858.02,38572.23,47143.83,high,Mythical,NEW,High,1.93,8072,ratio_chain,https://gpovalues.com/item/leopard,https://gpovalues.com/images/Leopard.webp?v=496a4ba2,2026-09-05T04:31:15.800703+00:00,178053,leopard
