slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,image_url,generated_at,n_trades_used,join_key
prestige-cupids-chakram,Prestige Cupid's Chakram,PCHAK,3656389.57,3107931.13,4204848.01,medium,Collectable,NEW,Stable,1.04,233,ratio_chain,https://gpovalues.com/item/prestige-cupids-chakram,https://gpovalues.com/images/Prestige%20Cupid%27s%20Chakram.webp?v=3cc08c66,2026-09-10T05:26:42.193064+00:00,177961,prestige cupid's chakram
prestige-candy-cane,Prestige Candy Cane,PCC,3000000.0,2700000.0,3300000.0,high,Collectable,SS,Stable,1.09,1049,community_anchor,https://gpovalues.com/item/prestige-candy-cane,https://gpovalues.com/images/Prestige%20Candy%20Cane.webp?v=fbc35b7c,2026-09-10T05:26:42.193064+00:00,177961,prestige candy cane
prestige-maid-outfit,Prestige Maid Outfit,PMO,1736397.04,1475937.48,1996856.6,medium,,,Low,0.78,400,ratio_chain,https://gpovalues.com/item/prestige-maid-outfit,,2026-09-10T05:26:42.193064+00:00,177961,prestige maid outfit
prestige-world-ender,Prestige World Ender,PWE,1999155.98,1399409.18,2598902.78,medium,Collectable,SS,High,1.69,960,1to1_alignment,https://gpovalues.com/item/prestige-world-ender,https://gpovalues.com/images/Prestige%20World%20Ender.webp?v=2db200e6,2026-09-10T05:26:42.193064+00:00,177961,prestige world ender
prestige-firework-lancer,Prestige Firework Lancer,PFL,977495.93,879746.35,1075245.54,high,Collectable,SS,Low,0.52,1016,ratio_chain,https://gpovalues.com/item/prestige-firework-lancer,https://gpovalues.com/images/Prestige%20Firework%20Lancer.webp?v=5395483d,2026-09-10T05:26:42.193064+00:00,177961,prestige firework lancer
prestige-inferno-rocket-blade,Prestige Inferno Rocket Blade,PIRB,823482.6,699960.21,947004.99,medium,Collectable,SS,Low,0.74,905,ratio_chain,https://gpovalues.com/item/prestige-inferno-rocket-blade,https://gpovalues.com/images/Prestige%20Inferno%20Rocket%20Blade.webp?v=533d1d27,2026-09-10T05:26:42.193064+00:00,177961,prestige inferno rocket blade
emerald-valkyrie,Emerald Valkyrie,EV,686865.47,549492.37,824238.56,low,Legendary,VERY_UNSTABLE,Stable,1.23,58,ratio_chain,https://gpovalues.com/item/emerald-valkyrie,,2026-09-10T05:26:42.193064+00:00,177961,emerald valkyrie
dominus-empyreus,Dominus Empyreus,DE,586982.32,469585.86,704378.79,low,Mythical,VERY_UNSTABLE,Low,0.33,68,ratio_chain,https://gpovalues.com/item/dominus-empyreus,https://gpovalues.com/images/Dominus%20Empyreus.webp?v=5a90ebf8,2026-09-10T05:26:42.193064+00:00,177961,dominus empyreus
iceborn-candy-cane,Iceborn Candy Cane,ICC,583245.52,524920.98,641570.08,high,Collectable,S,High,1.64,2860,ratio_chain,https://gpovalues.com/item/iceborn-candy-cane,https://gpovalues.com/images/Iceborn%20Candy%20Cane.webp?v=9f40df54,2026-09-10T05:26:42.193064+00:00,177961,iceborn candy cane
anomalized-mega-pow,Anomalized Mega-Pow,AMP,444859.52,378130.6,511588.45,medium,Collectable,S,Low,0.7,513,ratio_chain,https://gpovalues.com/item/anomalized-mega-pow,https://gpovalues.com/images/Anomalized%20Mega-Pow.webp?v=88233787,2026-09-10T05:26:42.193064+00:00,177961,anomalized mega-pow
prestige-fruitbag,Prestige Fruitbag,PBAG,415975.66,374378.1,457573.23,high,Legendary,S,Stable,1.18,3534,ratio_chain,https://gpovalues.com/item/prestige-fruitbag,https://gpovalues.com/images/Prestige%20Fruitbag.webp?v=cbb00f02,2026-09-10T05:26:42.193064+00:00,177961,prestige fruitbag
chromatic-all-seeing-eye,Chromatic All Seeing Eye,CASE,362192.41,325973.16,398411.64,high,Mythical,S,Stable,0.95,2105,ratio_chain,https://gpovalues.com/item/chromatic-all-seeing-eye,https://gpovalues.com/images/Chromatic%20All%20Seeing%20Eye.webp?v=d4679684,2026-09-10T05:26:42.193064+00:00,177961,chromatic all seeing eye
prestige-firework-daggers,Prestige Firework Daggers,PFD,315378.72,268071.9,362685.52,medium,Collectable,S,Low,0.66,722,ratio_chain,https://gpovalues.com/item/prestige-firework-daggers,https://gpovalues.com/images/Prestige%20Firework%20Daggers.webp?v=9f55382b,2026-09-10T05:26:42.193064+00:00,177961,prestige firework daggers
candy-cane,Candy Cane,CC,316617.87,284956.09,348279.67,high,Legendary,S,Stable,1.36,5500,ratio_chain,https://gpovalues.com/item/candy-cane,https://gpovalues.com/images/Candy%20Cane.webp?v=b7793557,2026-09-10T05:26:42.193064+00:00,177961,candy cane
leos-inferno-hagoromo,Leo's Inferno Hagoromo,LIH,236828.77,213145.89,260511.64,high,Collectable,S,High,1.93,8838,ratio_chain,https://gpovalues.com/item/leos-inferno-hagoromo,https://gpovalues.com/images/Leo%27s%20Inferno%20Hagoromo.webp?v=1954af42,2026-09-10T05:26:42.193064+00:00,177961,leo's inferno hagoromo
prestige-firework-rocket-launcher,Prestige Firework Rocket Launcher,PFRL,185721.75,157863.48,213580.01,medium,Collectable,S,Low,0.26,734,ratio_chain,https://gpovalues.com/item/prestige-firework-rocket-launcher,https://gpovalues.com/images/Prestige%20Firework%20Rocket%20Launcher.webp?v=738440af,2026-09-10T05:26:42.193064+00:00,177961,prestige firework rocket launcher
all-seeing-shamrock,All Seeing Shamrock,SASE,215385.27,193846.74,236923.8,high,Mythical,S,Low,0.88,4074,ratio_chain,https://gpovalues.com/item/all-seeing-shamrock,https://gpovalues.com/images/All%20Seeing%20Shamrock.webp?v=853fb850,2026-09-10T05:26:42.193064+00:00,177961,all seeing shamrock
dominus-ultimus,Dominus Ultimus,DU,177177.59,150600.96,203754.24,medium,Collectable,S,Low,0.34,503,ratio_chain,https://gpovalues.com/item/dominus-ultimus,https://gpovalues.com/images/Dominus%20Ultimus.webp?v=5a306dc7,2026-09-10T05:26:42.193064+00:00,177961,dominus ultimus
jesters-outfit,Jester's Outfit,JFIT,161952.56,145757.3,178147.82,high,Collectable,S,Low,0.53,3595,ratio_chain,https://gpovalues.com/item/jesters-outfit,https://gpovalues.com/images/Jester%27s%20Outfit.webp?v=695fdaec,2026-09-10T05:26:42.193064+00:00,177961,jester's outfit
blackvalk,Blackvalk,BLV,159809.8,135838.32,183781.26,medium,Legendary,VERY_UNSTABLE,Low,0.41,595,ratio_chain,https://gpovalues.com/item/blackvalk,https://gpovalues.com/images/Blackvalk.webp?v=0e99c020,2026-09-10T05:26:42.193064+00:00,177961,blackvalk
blessed-exalted-cupid-queens-wings,Blessed Exalted Cupid Queen's Wings,BWINGS,126377.51,113739.76,139015.26,high,Collectable,S,Low,0.59,1098,ratio_chain,https://gpovalues.com/item/blessed-exalted-cupid-queens-wings,https://gpovalues.com/images/Blessed%20Exalted%20Cupid%20Queen%27s%20Wings.webp?v=2d7d4b54,2026-09-10T05:26:42.193064+00:00,177961,blessed exalted cupid queen's wings
titan-shifters-aura,Titan Shifter's Aura,TSA,138193.1,124373.8,152012.42,high,Collectable,,High,1.64,4954,ratio_chain,https://gpovalues.com/item/titan-shifters-aura,https://gpovalues.com/images/Titan%20Shifter%27s%20Aura.webp?v=babf3c3b,2026-09-10T05:26:42.193064+00:00,177961,titan shifter's aura
all-seeing-egg,All Seeing Egg,BLOASE,111037.5,99933.75,122141.25,high,Mythical,S,Low,0.59,4079,ratio_chain,https://gpovalues.com/item/all-seeing-egg,https://gpovalues.com/images/All%20Seeing%20Egg.webp?v=945da3ed,2026-09-10T05:26:42.193064+00:00,177961,all seeing egg
all-seeing-blossom,All Seeing Blossom,BLASE,105270.87,94743.78,115797.96,high,Mythical,NEW,Stable,1.1,12564,ratio_chain,https://gpovalues.com/item/all-seeing-blossom,https://gpovalues.com/images/All%20Seeing%20Blossom.webp?v=e8056638,2026-09-10T05:26:42.193064+00:00,177961,all seeing blossom
all-seeing-baal,All Seeing Ba'al,BASE,86851.01,78165.9,95536.11,high,Mythical,S,Low,0.42,6844,ratio_chain,https://gpovalues.com/item/all-seeing-baal,https://gpovalues.com/images/All%20Seeing%20Ba%27al.webp?v=23cb797f,2026-09-10T05:26:42.193064+00:00,177961,all seeing ba'al
all-seeing-holly,All Seeing Holly,HASE,83010.85,74709.77,91311.93,high,Mythical,S,Low,0.38,7943,ratio_chain,https://gpovalues.com/item/all-seeing-holly,https://gpovalues.com/images/All%20Seeing%20Holly.webp?v=7c34b07d,2026-09-10T05:26:42.193064+00:00,177961,all seeing holly
cupids-all-seeing-eye,Cupid's All Seeing Eye,CQASE,82772.48,74495.23,91049.73,high,Mythical,S,Low,0.6,5981,ratio_chain,https://gpovalues.com/item/cupids-all-seeing-eye,https://gpovalues.com/images/Cupid%27s%20All%20Seeing%20Eye.webp?v=fb3c6e1c,2026-09-10T05:26:42.193064+00:00,177961,cupid's all seeing eye
yukio-the-bunny,Yukio The Bunny,YB,76595.78,68936.2,84255.35,high,Legendary,S,Low,0.52,2471,ratio_chain,https://gpovalues.com/item/yukio-the-bunny,https://gpovalues.com/images/Yukio%20The%20Bunny.webp?v=c50a3644,2026-09-10T05:26:42.193064+00:00,177961,yukio the bunny
soul-kings-scarf,Soul King's Scarf,SKS,82446.87,74202.18,90691.56,high,Collectable,A+,Stable,0.92,3768,ratio_chain,https://gpovalues.com/item/soul-kings-scarf,https://gpovalues.com/images/Soul%20King%27s%20Scarf.webp?v=2b4417b2,2026-09-10T05:26:42.193064+00:00,177961,soul king's scarf
ice-valkyrie,Ice Valkyrie,IV,59500.0,50575.0,68425.0,medium,Legendary,VERY_UNSTABLE,Low,0.37,258,ratio_chain,https://gpovalues.com/item/ice-valkyrie,https://gpovalues.com/images/Ice%20Valkyrie.webp?v=f1c89ec2,2026-09-10T05:26:42.193064+00:00,177961,ice valkyrie
all-seeing-eye,All Seeing Eye,ASE,77150.73,69435.67,84865.81,high,Mythical,A+,High,3.42,18915,ratio_chain,https://gpovalues.com/item/all-seeing-eye,https://gpovalues.com/images/All%20Seeing%20Eye.webp?v=a2c488c2,2026-09-10T05:26:42.193064+00:00,177961,all seeing eye
