slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,image_url,generated_at,n_trades_used,join_key
prestige-cupids-chakram,Prestige Cupid's Chakram,PCHAK,3432052.96,2917245.02,3946860.9,medium,Collectable,NEW,Low,0.5,255,ratio_chain,https://gpovalues.com/item/prestige-cupids-chakram,https://gpovalues.com/images/Prestige%20Cupid%27s%20Chakram.webp,2026-09-04T05:30:51.045911+00:00,82585,prestige cupid's chakram
prestige-candy-cane,Prestige Candy Cane,PCC,3000000.0,2700000.0,3300000.0,medium,Collectable,SS,Stable,1.15,438,community_anchor,https://gpovalues.com/item/prestige-candy-cane,https://gpovalues.com/images/Prestige%20Candy%20Cane.webp,2026-09-04T05:30:51.045911+00:00,82585,prestige candy cane
prestige-world-ender,Prestige World Ender,PWE,1259694.22,1070740.09,1448648.36,medium,Collectable,SS,High,1.5,415,ratio_chain,https://gpovalues.com/item/prestige-world-ender,https://gpovalues.com/images/Prestige%20World%20Ender.webp,2026-09-04T05:30:51.045911+00:00,82585,prestige world ender
prestige-firework-lancer,Prestige Firework Lancer,PFL,955526.77,812197.76,1098855.79,medium,Collectable,SS,Low,0.49,532,ratio_chain,https://gpovalues.com/item/prestige-firework-lancer,https://gpovalues.com/images/Prestige%20Firework%20Lancer.webp,2026-09-04T05:30:51.045911+00:00,82585,prestige firework lancer
prestige-inferno-rocket-blade,Prestige Inferno Rocket Blade,PIRB,886720.7,753712.59,1019728.8,medium,Collectable,SS,Low,0.84,369,ratio_chain,https://gpovalues.com/item/prestige-inferno-rocket-blade,https://gpovalues.com/images/Prestige%20Inferno%20Rocket%20Blade.webp,2026-09-04T05:30:51.045911+00:00,82585,prestige inferno rocket blade
iceborn-candy-cane,Iceborn Candy Cane,ICC,595950.72,536355.65,655545.8,high,Collectable,S,Stable,1.38,1146,ratio_chain,https://gpovalues.com/item/iceborn-candy-cane,https://gpovalues.com/images/Iceborn%20Candy%20Cane.webp,2026-09-04T05:30:51.045911+00:00,82585,iceborn candy cane
prestige-fruitbag,Prestige Fruitbag,PBAG,412447.6,371202.84,453692.35,high,Legendary,S,Stable,0.9,1360,ratio_chain,https://gpovalues.com/item/prestige-fruitbag,https://gpovalues.com/images/Prestige%20Fruitbag.webp,2026-09-04T05:30:51.045911+00:00,82585,prestige fruitbag
chromatic-all-seeing-eye,Chromatic All Seeing Eye,CASE,359139.48,305268.56,413010.41,medium,Mythical,S,Stable,1.32,744,ratio_chain,https://gpovalues.com/item/chromatic-all-seeing-eye,https://gpovalues.com/images/Chromatic%20All%20Seeing%20Eye.webp,2026-09-04T05:30:51.045911+00:00,82585,chromatic all seeing eye
prestige-firework-daggers,Prestige Firework Daggers,PFD,309904.82,263419.1,356390.54,medium,Collectable,S,Low,0.56,279,ratio_chain,https://gpovalues.com/item/prestige-firework-daggers,https://gpovalues.com/images/Prestige%20Firework%20Daggers.webp,2026-09-04T05:30:51.045911+00:00,82585,prestige firework daggers
candy-cane,Candy Cane,CC,297943.39,268149.05,327737.72,high,Legendary,S,Stable,0.96,2159,ratio_chain,https://gpovalues.com/item/candy-cane,https://gpovalues.com/images/Candy%20Cane.webp,2026-09-04T05:30:51.045911+00:00,82585,candy cane
