slug,name,shortcut,value,ci_low,ci_high,confidence,rarity,tier,demand,demand_ratio,trade_count,derivation,share_url,image_url,generated_at,n_trades_used,join_key
prestige-cupids-chakram,Prestige Cupid's Chakram,PCHAK,3708185.42,3151957.61,4264413.23,medium,Collectable,NEW,Stable,1.14,396,ratio_chain,https://gpovalues.com/item/prestige-cupids-chakram,https://gpovalues.com/images/Prestige%20Cupid%27s%20Chakram.webp,2026-08-21T22:15:33.594343+00:00,35057,prestige cupid's chakram
prestige-candy-cane,Prestige Candy Cane,PCC,3000000.0,2700000.0,3300000.0,medium,Collectable,SS,Low,0.78,799,community_anchor,https://gpovalues.com/item/prestige-candy-cane,https://gpovalues.com/images/Prestige%20Candy%20Cane.webp,2026-08-21T22:15:33.594343+00:00,35057,prestige candy cane
prestige-world-ender,Prestige World Ender,PWE,1784179.55,1516552.62,2051806.48,medium,Collectable,SS,High,2.84,430,ratio_chain,https://gpovalues.com/item/prestige-world-ender,https://gpovalues.com/images/Prestige%20World%20Ender.webp,2026-08-21T22:15:33.594343+00:00,35057,prestige world ender
prestige-firework-lancer,Prestige Firework Lancer,PFL,1224903.75,1041168.18,1408639.3,medium,Collectable,SS,Low,0.62,963,ratio_chain,https://gpovalues.com/item/prestige-firework-lancer,https://gpovalues.com/images/Prestige%20Firework%20Lancer.webp,2026-08-21T22:15:33.594343+00:00,35057,prestige firework lancer
dominus-empyreus,Dominus Empyreus,DE,1067804.89,747463.42,1388146.35,low,Mythical,VERY_UNSTABLE,Low,0.18,47,ratio_chain,https://gpovalues.com/item/dominus-empyreus,https://gpovalues.com/images/Dominus%20Empyreus.webp,2026-08-21T22:15:33.594343+00:00,35057,dominus empyreus
prestige-inferno-rocket-blade,Prestige Inferno Rocket Blade,PIRB,1113019.96,946066.96,1279972.95,medium,Collectable,SS,Low,0.68,450,ratio_chain,https://gpovalues.com/item/prestige-inferno-rocket-blade,https://gpovalues.com/images/Prestige%20Inferno%20Rocket%20Blade.webp,2026-08-21T22:15:33.594343+00:00,35057,prestige inferno rocket blade
iceborn-candy-cane,Iceborn Candy Cane,ICC,677640.0,609876.0,745404.0,high,Collectable,S,Stable,1.05,1573,ratio_chain,https://gpovalues.com/item/iceborn-candy-cane,https://gpovalues.com/images/Iceborn%20Candy%20Cane.webp,2026-08-21T22:15:33.594343+00:00,35057,iceborn candy cane
anomalized-mega-pow,Anomalized Mega-Pow,AMP,490024.0,392019.2,588028.8,low,Collectable,S,Low,0.68,57,ratio_chain,https://gpovalues.com/item/anomalized-mega-pow,https://gpovalues.com/images/Anomalized%20Mega-Pow.webp,2026-08-21T22:15:33.594343+00:00,35057,anomalized mega-pow
prestige-fruitbag,Prestige Fruitbag,PBAG,479585.15,431626.63,527543.66,high,Legendary,S,Stable,1.49,1540,ratio_chain,https://gpovalues.com/item/prestige-fruitbag,https://gpovalues.com/images/Prestige%20Fruitbag.webp,2026-08-21T22:15:33.594343+00:00,35057,prestige fruitbag
chromatic-all-seeing-eye,Chromatic All Seeing Eye,CASE,430587.97,365999.77,495176.16,medium,Mythical,S,Stable,1.0,801,ratio_chain,https://gpovalues.com/item/chromatic-all-seeing-eye,https://gpovalues.com/images/Chromatic%20All%20Seeing%20Eye.webp,2026-08-21T22:15:33.594343+00:00,35057,chromatic all seeing eye
